State,Age Group,Gender,Race,Poverty Rate,Month,Year
Alaska,65+,Female,Hispanic,0.0009519999999999999,9,2021
Alaska,65+,Female,Asian,0.0,9,2021
Alaska,65+,Female,AmericanIndian,0.001232,9,2021
Alaska,65+,Female,OtherPacific_Islander,0.0,9,2021
Alaska,65+,Female,TwoOrMore_Races,0.00044800000000000005,9,2021
Arizona,0-18,Male,NonHispanic_White,0.0013859999999999999,9,2021
Arizona,0-18,Male,AfricanAmerican,0.002618,9,2021
Arizona,0-18,Male,Hispanic,0.0030800000000000003,9,2021
Arizona,0-18,Male,Asian,0.001848,9,2021
Arizona,0-18,Male,AmericanIndian,0.004928,9,2021
Arizona,0-18,Male,OtherPacific_Islander,0.002002,9,2021
Arizona,0-18,Male,TwoOrMore_Races,0.002156,9,2021
Arizona,0-18,Female,NonHispanic_White,0.001638,9,2021
Arizona,0-18,Female,AfricanAmerican,0.003094,9,2021
Arizona,0-18,Female,Hispanic,0.00364,9,2021
Arizona,0-18,Female,Asian,0.002184,9,2021
Arizona,0-18,Female,AmericanIndian,0.005824,9,2021
Arizona,0-18,Female,OtherPacific_Islander,0.002366,9,2021
Arizona,0-18,Female,TwoOrMore_Races,0.002548,9,2021
Arizona,19-64,Male,NonHispanic_White,0.0013859999999999999,9,2021
Arizona,19-64,Male,AfricanAmerican,0.002618,9,2021
Arizona,19-64,Male,Hispanic,0.0030800000000000003,9,2021
Arizona,19-64,Male,Asian,0.001848,9,2021
Arizona,19-64,Male,AmericanIndian,0.004928,9,2021
Arizona,19-64,Male,OtherPacific_Islander,0.002002,9,2021
Arizona,19-64,Male,TwoOrMore_Races,0.002156,9,2021
Arizona,19-64,Female,NonHispanic_White,0.001638,9,2021
Arizona,19-64,Female,AfricanAmerican,0.003094,9,2021
Arizona,19-64,Female,Hispanic,0.00364,9,2021
Arizona,19-64,Female,Asian,0.002184,9,2021
Arizona,19-64,Female,AmericanIndian,0.005824,9,2021
Arizona,19-64,Female,OtherPacific_Islander,0.002366,9,2021
Arizona,19-64,Female,TwoOrMore_Races,0.002548,9,2021
Arizona,65+,Male,NonHispanic_White,0.0013859999999999999,9,2021
Arizona,65+,Male,AfricanAmerican,0.002618,9,2021
Arizona,65+,Male,Hispanic,0.0030800000000000003,9,2021
Arizona,65+,Male,Asian,0.001848,9,2021
Arizona,65+,Male,AmericanIndian,0.004928,9,2021
Arizona,65+,Male,OtherPacific_Islander,0.002002,9,2021
Arizona,65+,Male,TwoOrMore_Races,0.002156,9,2021
Arizona,65+,Female,NonHispanic_White,0.001638,9,2021
Arizona,65+,Female,AfricanAmerican,0.003094,9,2021
Arizona,65+,Female,Hispanic,0.00364,9,2021
Arizona,65+,Female,Asian,0.002184,9,2021
Arizona,65+,Female,AmericanIndian,0.005824,9,2021
Arizona,65+,Female,OtherPacific_Islander,0.002366,9,2021
Arizona,65+,Female,TwoOrMore_Races,0.002548,9,2021
Arkansas,0-18,Male,NonHispanic_White,0.00216,9,2021
Arkansas,0-18,Male,AfricanAmerican,0.00468,9,2021
Arkansas,0-18,Male,Hispanic,0.00396,9,2021
Arkansas,0-18,Male,Asian,0.00144,9,2021
Arkansas,0-18,Male,AmericanIndian,0.00324,9,2021
Arkansas,0-18,Male,OtherPacific_Islander,0.00414,9,2021
Arkansas,0-18,Male,TwoOrMore_Races,0.0027,9,2021
Arkansas,0-18,Female,NonHispanic_White,0.0027,9,2021
Arkansas,0-18,Female,AfricanAmerican,0.00585,9,2021
Arkansas,0-18,Female,Hispanic,0.00495,9,2021
Arkansas,0-18,Female,Asian,0.0018,9,2021
Arkansas,0-18,Female,AmericanIndian,0.00405,9,2021
Arkansas,0-18,Female,OtherPacific_Islander,0.005175,9,2021
Arkansas,0-18,Female,TwoOrMore_Races,0.003375,9,2021
Arkansas,19-64,Male,NonHispanic_White,0.00216,9,2021
Arkansas,19-64,Male,AfricanAmerican,0.00468,9,2021
Arkansas,19-64,Male,Hispanic,0.00396,9,2021
Arkansas,19-64,Male,Asian,0.00144,9,2021
Arkansas,19-64,Male,AmericanIndian,0.00324,9,2021
Arkansas,19-64,Male,OtherPacific_Islander,0.00414,9,2021
Arkansas,19-64,Male,TwoOrMore_Races,0.0027,9,2021
Arkansas,19-64,Female,NonHispanic_White,0.0027,9,2021
Arkansas,19-64,Female,AfricanAmerican,0.00585,9,2021
Arkansas,19-64,Female,Hispanic,0.00495,9,2021
Arkansas,19-64,Female,Asian,0.0018,9,2021
Arkansas,19-64,Female,AmericanIndian,0.00405,9,2021
Arkansas,19-64,Female,OtherPacific_Islander,0.005175,9,2021
Arkansas,19-64,Female,TwoOrMore_Races,0.003375,9,2021
Arkansas,65+,Male,NonHispanic_White,0.00216,9,2021
Arkansas,65+,Male,AfricanAmerican,0.00468,9,2021
Arkansas,65+,Male,Hispanic,0.00396,9,2021
Arkansas,65+,Male,Asian,0.00144,9,2021
Arkansas,65+,Male,AmericanIndian,0.00324,9,2021
Arkansas,65+,Male,OtherPacific_Islander,0.00414,9,2021
Arkansas,65+,Male,TwoOrMore_Races,0.0027,9,2021
Arkansas,65+,Female,NonHispanic_White,0.0027,9,2021
Arkansas,65+,Female,AfricanAmerican,0.00585,9,2021
Arkansas,65+,Female,Hispanic,0.00495,9,2021
Arkansas,65+,Female,Asian,0.0018,9,2021
Arkansas,65+,Female,AmericanIndian,0.00405,9,2021
Arkansas,65+,Female,OtherPacific_Islander,0.005175,9,2021
Arkansas,65+,Female,TwoOrMore_Races,0.003375,9,2021
California,0-18,Male,NonHispanic_White,0.0006929999999999999,9,2021
California,0-18,Male,AfricanAmerican,0.0018809999999999999,9,2021
California,0-18,Male,Hispanic,0.001485,9,2021
California,0-18,Male,Asian,0.000891,9,2021
California,0-18,Male,AmericanIndian,0.0018809999999999999,9,2021
California,0-18,Male,OtherPacific_Islander,0.00099,9,2021
California,0-18,Male,TwoOrMore_Races,0.0010890000000000001,9,2021
California,0-18,Female,NonHispanic_White,0.0008470000000000001,9,2021
California,0-18,Female,AfricanAmerican,0.002299,9,2021
California,0-18,Female,Hispanic,0.0018149999999999998,9,2021
California,0-18,Female,Asian,0.0010890000000000001,9,2021
California,0-18,Female,AmericanIndian,0.002299,9,2021
California,0-18,Female,OtherPacific_Islander,0.00121,9,2021
California,0-18,Female,TwoOrMore_Races,0.0013310000000000002,9,2021
California,19-64,Male,NonHispanic_White,0.0006929999999999999,9,2021
California,19-64,Male,AfricanAmerican,0.0018809999999999999,9,2021
California,19-64,Male,Hispanic,0.001485,9,2021
California,19-64,Male,Asian,0.000891,9,2021
California,19-64,Male,AmericanIndian,0.0018809999999999999,9,2021
California,19-64,Male,OtherPacific_Islander,0.00099,9,2021
California,19-64,Male,TwoOrMore_Races,0.0010890000000000001,9,2021
California,19-64,Female,NonHispanic_White,0.0008470000000000001,9,2021
California,19-64,Female,AfricanAmerican,0.002299,9,2021
California,19-64,Female,Hispanic,0.0018149999999999998,9,2021
California,19-64,Female,Asian,0.0010890000000000001,9,2021
California,19-64,Female,AmericanIndian,0.002299,9,2021
California,19-64,Female,OtherPacific_Islander,0.00121,9,2021
California,19-64,Female,TwoOrMore_Races,0.0013310000000000002,9,2021
California,65+,Male,NonHispanic_White,0.0006929999999999999,9,2021
California,65+,Male,AfricanAmerican,0.0018809999999999999,9,2021
California,65+,Male,Hispanic,0.001485,9,2021
California,65+,Male,Asian,0.000891,9,2021
California,65+,Male,AmericanIndian,0.0018809999999999999,9,2021
California,65+,Male,OtherPacific_Islander,0.00099,9,2021
California,65+,Male,TwoOrMore_Races,0.0010890000000000001,9,2021
California,65+,Female,NonHispanic_White,0.0008470000000000001,9,2021
California,65+,Female,AfricanAmerican,0.002299,9,2021
California,65+,Female,Hispanic,0.0018149999999999998,9,2021
California,65+,Female,Asian,0.0010890000000000001,9,2021
California,65+,Female,AmericanIndian,0.002299,9,2021
California,65+,Female,OtherPacific_Islander,0.00121,9,2021
California,65+,Female,TwoOrMore_Races,0.0013310000000000002,9,2021
Colorado,0-18,Male,NonHispanic_White,0.000288,9,2021
Colorado,0-18,Male,AfricanAmerican,0.000768,9,2021
Colorado,0-18,Male,Hispanic,0.000672,9,2021
Colorado,0-18,Male,Asian,0.00047999999999999996,9,2021
Colorado,0-18,Male,AmericanIndian,0.000816,9,2021
Colorado,0-18,Male,OtherPacific_Islander,0.000528,9,2021
Colorado,0-18,Male,TwoOrMore_Races,0.000384,9,2021
Colorado,0-18,Female,NonHispanic_White,0.000384,9,2021
Colorado,0-18,Female,AfricanAmerican,0.001024,9,2021
Colorado,0-18,Female,Hispanic,0.0008960000000000001,9,2021
Colorado,0-18,Female,Asian,0.00064,9,2021
Colorado,0-18,Female,AmericanIndian,0.001088,9,2021
Colorado,0-18,Female,OtherPacific_Islander,0.000704,9,2021
Colorado,0-18,Female,TwoOrMore_Races,0.000512,9,2021
Colorado,19-64,Male,NonHispanic_White,0.000288,9,2021
Colorado,19-64,Male,AfricanAmerican,0.000768,9,2021
Colorado,19-64,Male,Hispanic,0.000672,9,2021
Colorado,19-64,Male,Asian,0.00047999999999999996,9,2021
Colorado,19-64,Male,AmericanIndian,0.000816,9,2021
Colorado,19-64,Male,OtherPacific_Islander,0.000528,9,2021
Colorado,19-64,Male,TwoOrMore_Races,0.000384,9,2021
Colorado,19-64,Female,NonHispanic_White,0.000384,9,2021
Colorado,19-64,Female,AfricanAmerican,0.001024,9,2021
Colorado,19-64,Female,Hispanic,0.0008960000000000001,9,2021
Colorado,19-64,Female,Asian,0.00064,9,2021
Colorado,19-64,Female,AmericanIndian,0.001088,9,2021
Colorado,19-64,Female,OtherPacific_Islander,0.000704,9,2021
Colorado,19-64,Female,TwoOrMore_Races,0.000512,9,2021
Colorado,65+,Male,NonHispanic_White,0.000288,9,2021
Colorado,65+,Male,AfricanAmerican,0.000768,9,2021
Colorado,65+,Male,Hispanic,0.000672,9,2021
Colorado,65+,Male,Asian,0.00047999999999999996,9,2021
Colorado,65+,Male,AmericanIndian,0.000816,9,2021
Colorado,65+,Male,OtherPacific_Islander,0.000528,9,2021
Colorado,65+,Male,TwoOrMore_Races,0.000384,9,2021
Colorado,65+,Female,NonHispanic_White,0.000384,9,2021
Colorado,65+,Female,AfricanAmerican,0.001024,9,2021
Colorado,65+,Female,Hispanic,0.0008960000000000001,9,2021
Colorado,65+,Female,Asian,0.00064,9,2021
Colorado,65+,Female,AmericanIndian,0.001088,9,2021
Colorado,65+,Female,OtherPacific_Islander,0.000704,9,2021
Colorado,65+,Female,TwoOrMore_Races,0.000512,9,2021
Connecticut,0-18,Male,NonHispanic_White,0.00023999999999999998,9,2021
Connecticut,0-18,Male,AfricanAmerican,0.000768,9,2021
Connecticut,0-18,Male,Hispanic,0.000768,9,2021
Connecticut,0-18,Male,Asian,0.00043200000000000004,9,2021
Connecticut,0-18,Male,AmericanIndian,0.0,9,2021
Connecticut,0-18,Male,OtherPacific_Islander,0.000384,9,2021
Connecticut,0-18,Male,TwoOrMore_Races,0.000384,9,2021
Connecticut,0-18,Female,NonHispanic_White,0.00032,9,2021
Connecticut,0-18,Female,AfricanAmerican,0.001024,9,2021
Connecticut,0-18,Female,Hispanic,0.001024,9,2021
Connecticut,0-18,Female,Asian,0.000576,9,2021
Connecticut,0-18,Female,AmericanIndian,0.0,9,2021
Connecticut,0-18,Female,OtherPacific_Islander,0.000512,9,2021
Connecticut,0-18,Female,TwoOrMore_Races,0.000512,9,2021
Connecticut,19-64,Male,NonHispanic_White,0.00023999999999999998,9,2021
Connecticut,19-64,Male,AfricanAmerican,0.000768,9,2021
Connecticut,19-64,Male,Hispanic,0.000768,9,2021
Connecticut,19-64,Male,Asian,0.00043200000000000004,9,2021
Connecticut,19-64,Male,AmericanIndian,0.0,9,2021
Connecticut,19-64,Male,OtherPacific_Islander,0.000384,9,2021
Connecticut,19-64,Male,TwoOrMore_Races,0.000384,9,2021
Connecticut,19-64,Female,NonHispanic_White,0.00032,9,2021
Connecticut,19-64,Female,AfricanAmerican,0.001024,9,2021
Connecticut,19-64,Female,Hispanic,0.001024,9,2021
Connecticut,19-64,Female,Asian,0.000576,9,2021
Connecticut,19-64,Female,AmericanIndian,0.0,9,2021
Connecticut,19-64,Female,OtherPacific_Islander,0.000512,9,2021
Connecticut,19-64,Female,TwoOrMore_Races,0.000512,9,2021
Connecticut,65+,Male,NonHispanic_White,0.00023999999999999998,9,2021
Connecticut,65+,Male,AfricanAmerican,0.000768,9,2021
Connecticut,65+,Male,Hispanic,0.000768,9,2021
Connecticut,65+,Male,Asian,0.00043200000000000004,9,2021
Connecticut,65+,Male,AmericanIndian,0.0,9,2021
Connecticut,65+,Male,OtherPacific_Islander,0.000384,9,2021
Connecticut,65+,Male,TwoOrMore_Races,0.000384,9,2021
Connecticut,65+,Female,NonHispanic_White,0.00032,9,2021
Connecticut,65+,Female,AfricanAmerican,0.001024,9,2021
Connecticut,65+,Female,Hispanic,0.001024,9,2021
Connecticut,65+,Female,Asian,0.000576,9,2021
Connecticut,65+,Female,AmericanIndian,0.0,9,2021
Connecticut,65+,Female,OtherPacific_Islander,0.000512,9,2021
Connecticut,65+,Female,TwoOrMore_Races,0.000512,9,2021
Delaware,0-18,Male,NonHispanic_White,0.00043200000000000004,9,2021
Delaware,0-18,Male,AfricanAmerican,0.000936,9,2021
Delaware,0-18,Male,Hispanic,0.0017280000000000002,9,2021
Delaware,0-18,Male,Asian,0.0,9,2021
Delaware,0-18,Male,AmericanIndian,0.0,9,2021
Delaware,0-18,Male,OtherPacific_Islander,0.00108,9,2021
Delaware,0-18,Male,TwoOrMore_Races,0.000648,9,2021
Delaware,0-18,Female,NonHispanic_White,0.00048600000000000005,9,2021
Delaware,0-18,Female,AfricanAmerican,0.001053,9,2021
Delaware,0-18,Female,Hispanic,0.0019440000000000002,9,2021
Delaware,0-18,Female,Asian,0.0,9,2021
Delaware,0-18,Female,AmericanIndian,0.0,9,2021
Delaware,0-18,Female,OtherPacific_Islander,0.001215,9,2021
Delaware,0-18,Female,TwoOrMore_Races,0.000729,9,2021
Delaware,19-64,Male,NonHispanic_White,0.00043200000000000004,9,2021
Delaware,19-64,Male,AfricanAmerican,0.000936,9,2021
Delaware,19-64,Male,Hispanic,0.0017280000000000002,9,2021
Delaware,19-64,Male,Asian,0.0,9,2021
Delaware,19-64,Male,AmericanIndian,0.0,9,2021
Delaware,19-64,Male,OtherPacific_Islander,0.00108,9,2021
Delaware,19-64,Male,TwoOrMore_Races,0.000648,9,2021
Delaware,19-64,Female,NonHispanic_White,0.00048600000000000005,9,2021
Delaware,19-64,Female,AfricanAmerican,0.001053,9,2021
Delaware,19-64,Female,Hispanic,0.0019440000000000002,9,2021
Delaware,19-64,Female,Asian,0.0,9,2021
Delaware,19-64,Female,AmericanIndian,0.0,9,2021
Delaware,19-64,Female,OtherPacific_Islander,0.001215,9,2021
Delaware,19-64,Female,TwoOrMore_Races,0.000729,9,2021
Delaware,65+,Male,NonHispanic_White,0.00043200000000000004,9,2021
Delaware,65+,Male,AfricanAmerican,0.000936,9,2021
Delaware,65+,Male,Hispanic,0.0017280000000000002,9,2021
Delaware,65+,Male,Asian,0.0,9,2021
Delaware,65+,Male,AmericanIndian,0.0,9,2021
Delaware,65+,Male,OtherPacific_Islander,0.00108,9,2021
Delaware,65+,Male,TwoOrMore_Races,0.000648,9,2021
Delaware,65+,Female,NonHispanic_White,0.00048600000000000005,9,2021
Delaware,65+,Female,AfricanAmerican,0.001053,9,2021
Delaware,65+,Female,Hispanic,0.0019440000000000002,9,2021
Delaware,65+,Female,Asian,0.0,9,2021
Delaware,65+,Female,AmericanIndian,0.0,9,2021
Delaware,65+,Female,OtherPacific_Islander,0.001215,9,2021
Delaware,65+,Female,TwoOrMore_Races,0.000729,9,2021
District of Columbia,0-18,Male,NonHispanic_White,0.0008320000000000001,9,2021
District of Columbia,0-18,Male,AfricanAmerican,0.005408,9,2021
District of Columbia,0-18,Male,Hispanic,0.003952000000000001,9,2021
District of Columbia,0-18,Male,Asian,0.0020800000000000003,9,2021
District of Columbia,0-18,Male,AmericanIndian,0.0,9,2021
District of Columbia,0-18,Male,OtherPacific_Islander,0.0,9,2021
District of Columbia,0-18,Male,TwoOrMore_Races,0.0033280000000000002,9,2021
District of Columbia,0-18,Female,NonHispanic_White,0.0008960000000000001,9,2021
District of Columbia,0-18,Female,AfricanAmerican,0.005824,9,2021
District of Columbia,0-18,Female,Hispanic,0.004256,9,2021
District of Columbia,0-18,Female,Asian,0.00224,9,2021
District of Columbia,0-18,Female,AmericanIndian,0.0,9,2021
District of Columbia,0-18,Female,OtherPacific_Islander,0.0,9,2021
District of Columbia,0-18,Female,TwoOrMore_Races,0.0035840000000000004,9,2021
District of Columbia,19-64,Male,NonHispanic_White,0.0008320000000000001,9,2021
District of Columbia,19-64,Male,AfricanAmerican,0.005408,9,2021
District of Columbia,19-64,Male,Hispanic,0.003952000000000001,9,2021
District of Columbia,19-64,Male,Asian,0.0020800000000000003,9,2021
District of Columbia,19-64,Male,AmericanIndian,0.0,9,2021
District of Columbia,19-64,Male,OtherPacific_Islander,0.0,9,2021
District of Columbia,19-64,Male,TwoOrMore_Races,0.0033280000000000002,9,2021
District of Columbia,19-64,Female,NonHispanic_White,0.0008960000000000001,9,2021
District of Columbia,19-64,Female,AfricanAmerican,0.005824,9,2021
District of Columbia,19-64,Female,Hispanic,0.004256,9,2021
District of Columbia,19-64,Female,Asian,0.00224,9,2021
District of Columbia,19-64,Female,AmericanIndian,0.0,9,2021
District of Columbia,19-64,Female,OtherPacific_Islander,0.0,9,2021
District of Columbia,19-64,Female,TwoOrMore_Races,0.0035840000000000004,9,2021
District of Columbia,65+,Male,NonHispanic_White,0.0008320000000000001,9,2021
District of Columbia,65+,Male,AfricanAmerican,0.005408,9,2021
District of Columbia,65+,Male,Hispanic,0.003952000000000001,9,2021
District of Columbia,65+,Male,Asian,0.0020800000000000003,9,2021
District of Columbia,65+,Male,AmericanIndian,0.0,9,2021
District of Columbia,65+,Male,OtherPacific_Islander,0.0,9,2021
District of Columbia,65+,Male,TwoOrMore_Races,0.0033280000000000002,9,2021
District of Columbia,65+,Female,NonHispanic_White,0.0008960000000000001,9,2021
District of Columbia,65+,Female,AfricanAmerican,0.005824,9,2021
District of Columbia,65+,Female,Hispanic,0.004256,9,2021
District of Columbia,65+,Female,Asian,0.00224,9,2021
District of Columbia,65+,Female,AmericanIndian,0.0,9,2021
District of Columbia,65+,Female,OtherPacific_Islander,0.0,9,2021
District of Columbia,65+,Female,TwoOrMore_Races,0.0035840000000000004,9,2021
Florida,0-18,Male,NonHispanic_White,0.0008640000000000001,9,2021
Florida,0-18,Male,AfricanAmerican,0.00216,9,2021
Florida,0-18,Male,Hispanic,0.00162,9,2021
Florida,0-18,Male,Asian,0.00108,9,2021
Florida,0-18,Male,AmericanIndian,0.001836,9,2021
Florida,0-18,Male,OtherPacific_Islander,0.0017280000000000002,9,2021
Florida,0-18,Male,TwoOrMore_Races,0.001296,9,2021
Florida,0-18,Female,NonHispanic_White,0.001152,9,2021
Florida,0-18,Female,AfricanAmerican,0.00288,9,2021
Florida,0-18,Female,Hispanic,0.00216,9,2021
Florida,0-18,Female,Asian,0.00144,9,2021
Florida,0-18,Female,AmericanIndian,0.002448,9,2021
Florida,0-18,Female,OtherPacific_Islander,0.002304,9,2021
Florida,0-18,Female,TwoOrMore_Races,0.0017280000000000002,9,2021
Florida,19-64,Male,NonHispanic_White,0.0008640000000000001,9,2021
Florida,19-64,Male,AfricanAmerican,0.00216,9,2021
Florida,19-64,Male,Hispanic,0.00162,9,2021
Florida,19-64,Male,Asian,0.00108,9,2021
Florida,19-64,Male,AmericanIndian,0.001836,9,2021
Florida,19-64,Male,OtherPacific_Islander,0.0017280000000000002,9,2021
Florida,19-64,Male,TwoOrMore_Races,0.001296,9,2021
Florida,19-64,Female,NonHispanic_White,0.001152,9,2021
Florida,19-64,Female,AfricanAmerican,0.00288,9,2021
Florida,19-64,Female,Hispanic,0.00216,9,2021
Florida,19-64,Female,Asian,0.00144,9,2021
Florida,19-64,Female,AmericanIndian,0.002448,9,2021
Florida,19-64,Female,OtherPacific_Islander,0.002304,9,2021
Florida,19-64,Female,TwoOrMore_Races,0.0017280000000000002,9,2021
Florida,65+,Male,NonHispanic_White,0.0008640000000000001,9,2021
Florida,65+,Male,AfricanAmerican,0.00216,9,2021
Florida,65+,Male,Hispanic,0.00162,9,2021
Florida,65+,Male,Asian,0.00108,9,2021
Florida,65+,Male,AmericanIndian,0.001836,9,2021
Florida,65+,Male,OtherPacific_Islander,0.0017280000000000002,9,2021
Florida,65+,Male,TwoOrMore_Races,0.001296,9,2021
Florida,65+,Female,NonHispanic_White,0.001152,9,2021
Florida,65+,Female,AfricanAmerican,0.00288,9,2021
Florida,65+,Female,Hispanic,0.00216,9,2021
Florida,65+,Female,Asian,0.00144,9,2021
Florida,65+,Female,AmericanIndian,0.002448,9,2021
Florida,65+,Female,OtherPacific_Islander,0.002304,9,2021
Florida,65+,Female,TwoOrMore_Races,0.0017280000000000002,9,2021
Georgia,0-18,Male,NonHispanic_White,0.00117,9,2021
Georgia,0-18,Male,AfricanAmerican,0.0026,9,2021
Georgia,0-18,Male,Hispanic,0.0026,9,2021
Georgia,0-18,Male,Asian,0.0013,9,2021
Georgia,0-18,Male,AmericanIndian,0.0033799999999999998,9,2021
Georgia,0-18,Male,OtherPacific_Islander,0.0020800000000000003,9,2021
Georgia,0-18,Male,TwoOrMore_Races,0.0016899999999999999,9,2021
Georgia,0-18,Female,NonHispanic_White,0.001521,9,2021
Georgia,0-18,Female,AfricanAmerican,0.0033799999999999998,9,2021
Georgia,0-18,Female,Hispanic,0.0033799999999999998,9,2021
Georgia,0-18,Female,Asian,0.0016899999999999999,9,2021
Georgia,0-18,Female,AmericanIndian,0.0043939999999999995,9,2021
Georgia,0-18,Female,OtherPacific_Islander,0.002704,9,2021
Georgia,0-18,Female,TwoOrMore_Races,0.0021969999999999997,9,2021
Georgia,19-64,Male,NonHispanic_White,0.00117,9,2021
Georgia,19-64,Male,AfricanAmerican,0.0026,9,2021
Georgia,19-64,Male,Hispanic,0.0026,9,2021
Georgia,19-64,Male,Asian,0.0013,9,2021
Georgia,19-64,Male,AmericanIndian,0.0033799999999999998,9,2021
Georgia,19-64,Male,OtherPacific_Islander,0.0020800000000000003,9,2021
Georgia,19-64,Male,TwoOrMore_Races,0.0016899999999999999,9,2021
Georgia,19-64,Female,NonHispanic_White,0.001521,9,2021
Georgia,19-64,Female,AfricanAmerican,0.0033799999999999998,9,2021
Georgia,19-64,Female,Hispanic,0.0033799999999999998,9,2021
Georgia,19-64,Female,Asian,0.0016899999999999999,9,2021
Georgia,19-64,Female,AmericanIndian,0.0043939999999999995,9,2021
Georgia,19-64,Female,OtherPacific_Islander,0.002704,9,2021
Georgia,19-64,Female,TwoOrMore_Races,0.0021969999999999997,9,2021
Georgia,65+,Male,NonHispanic_White,0.00117,9,2021
