State,Age Group,Gender,Race,Total Cost,IP Actual Cost,OP Actual Cost,Prescribed Drugs,Hospice Benefits,Federally Qualified Health Center,Rehabilative Services,Home Health Services,Month,Year
Alabama,19-64,Male,AmericanIndian,166466.6429,1133732.625,161002.8656,912916.7676,82025.3798,45572.95484,229518.2683,98865.80249,9,2021
Alabama,19-64,Male,OtherPacific_Islander,9334.578108,63573.79207,9028.198073,51191.59445,4599.554007,2555.492795,12870.18327,5543.876775,9,2021
Alabama,19-64,Male,TwoOrMore_Races,630861.9038,4296528.781,610155.7198,3459698.591,310853.1917,172708.7214,869809.8859,374673.672,9,2021
Alabama,19-64,Female,NonHispanic_White,26155342.76,178132777.2,25296870.66,143438051.9,12887878.83,7160451.086,36062053.45,15533856.55,9,2021
Alabama,19-64,Female,AfricanAmerican,10493807.04,71468801.14,10149378.72,57548901.27,5170756.69,2872850.5939999996,14468486.75,6232351.631,9,2021
Alabama,19-64,Female,Hispanic,1629577.22,11098348.76,1576091.1469999999,8936735.566,802963.8133,446123.3059,2246802.933,967818.2773,9,2021
Alabama,19-64,Female,Asian,482589.4493,3286708.938,466749.8719,2646560.25,237792.8825,132116.7219,665377.1154,286613.5361,9,2021
Alabama,19-64,Female,AmericanIndian,179295.3857,1221103.668,173410.5427,983270.6484,88346.66121,49085.03211,247206.0811,106484.8902,9,2021
Alabama,19-64,Female,OtherPacific_Islander,10053.94686,68473.10287999999,9723.955664,55136.671870000006,4954.018386,2752.431707,13862.02324,5971.115336,9,2021
Alabama,19-64,Female,TwoOrMore_Races,679479.2419,4627640.537,657177.337,3726320.0739999996,334809.0759,186018.5095,936841.7372,403547.8781,9,2021
Alabama,65+,Male,NonHispanic_White,6557272.947000001,43541384.17,6183369.402000001,35060876.62,3150212.3989999997,1750244.7140000002,8814726.568,3796974.517,9,2021
Alabama,65+,Male,AfricanAmerican,2630848.986,17469275.31,2480834.831,14066803.76,1263899.362,702217.1516,3536563.85,1523387.335,9,2021
Alabama,65+,Male,Hispanic,408543.0163,2712793.651,385247.4049,2184425.813,196270.2004,109046.895,549190.9531,236565.9374,9,2021
Alabama,65+,Male,Asian,120987.5462,803377.4515,114088.6916,646904.5079999999,58124.23415,32293.579189999997,162639.583,70057.57325,9,2021
Alabama,65+,Male,AmericanIndian,44950.23418,298477.0393,42387.11807,240342.9943,21594.76755,11997.96171,60425.12286,26028.33451,9,2021
Alabama,65+,Male,OtherPacific_Islander,2520.573879,16737.03024,2376.8477420000004,13477.17725,1210.921545,672.7828998,3388.324646,1459.532776,9,2021
Alabama,65+,Male,TwoOrMore_Races,170348.7847,1131144.294,160635.2933,910832.5625,81838.11441000001,45468.91098,228994.27399999998,98640.09011,9,2021
Alabama,65+,Female,NonHispanic_White,7062608.828,46896898.56,6659890.427,37762841.16,3392983.345,1885127.227,9494032.989,4089588.15,9,2021
Alabama,65+,Female,AfricanAmerican,2833595.22,18815544.06,2672020.232,15150861.22,1361301.698,756333.478,3809108.9489999996,1640787.0969999998,9,2021
Alabama,65+,Female,Hispanic,440027.3615,2921854.9460000005,414936.4751,2352768.469,211395.7527,117450.588,591514.3239,254796.8785,9,2021
Alabama,65+,Female,Asian,130311.4448,865289.6909,122880.9304,696758.1686,62603.575079999995,34782.2821,175173.3936,75456.5563,9,2021
Alabama,65+,Female,AmericanIndian,48414.32152,321479.156,45653.67901,258865.014,23258.96713,12922.58398,65081.78165,28034.206680000003,9,2021
Alabama,65+,Female,OtherPacific_Islander,2714.8217670000004,18026.86856,2560.019384,14515.795180000001,1304.241148,724.6308772000001,3649.4457,1572.01159,9,2021
Alabama,65+,Female,TwoOrMore_Races,183476.7044,1218315.867,173014.6433,981025.8242,88144.96422000001,48972.97012,246641.7052,106241.7833,9,2021
Alaska,0-18,Male,NonHispanic_White,124775076.3,24958624.03,17824763.32,8976120.574,44739.64763,915182.704,0.0,69252.58892000001,9,2021
Alaska,0-18,Male,AfricanAmerican,5880792.532000001,1176328.592,840101.5501,423054.8631,2108.630933,43133.61105,0.0,3263.953986,9,2021
Alaska,0-18,Male,Hispanic,13579801.11,2716352.98,1939944.642,976909.2975,4869.20573,99603.21779,0.0,7537.053166,9,2021
Alaska,0-18,Male,Asian,12102500.57,2420850.145,1728904.639,870634.6459,4339.501340999999,88767.72129,0.0,6717.122695999999,9,2021
Alaska,0-18,Male,AmericanIndian,30455118.81,6091904.59,4350670.829,2190892.818,10920.05971,223377.9278,0.0,16903.182,9,2021
Alaska,0-18,Male,OtherPacific_Islander,2500047.067,500081.7201,357144.6203,179849.4104,896.4228122999999,18336.994069999997,0.0,1387.574641,9,2021
Alaska,0-18,Male,TwoOrMore_Races,13807078.12,2761814.954,1972412.335,993259.2439,4950.698713000001,101270.2172,0.0,7663.196315000001,9,2021
Alaska,0-18,Female,NonHispanic_White,116375780.8,23278522.01,16624880.63,8371888.614,41727.9763,853576.7312,0.0,64590.816920000005,9,2021
Alaska,0-18,Female,AfricanAmerican,5484924.097,1097143.455,783549.702,394576.7174,1966.6874070000001,40230.05086,0.0,3044.239322,9,2021
Alaska,0-18,Female,Hispanic,12665670.14,2533500.346,1809356.3169999998,911148.1688,4541.432757,92898.37831,0.0,7029.692734,9,2021
Alaska,0-18,Female,Asian,11287814.81,2257889.43,1612522.575,812027.4475,4047.385679,82792.27858,0.0,6264.956286,9,2021
Alaska,0-18,Female,AmericanIndian,28405017.55,5681825.044,4057803.288,2043411.793,10184.97054,208341.1329,0.0,15765.336009999999,9,2021
Alaska,0-18,Female,OtherPacific_Islander,2331755.172,466418.4737,333103.255,167742.7591,836.0796707999999,17102.63032,0.0,1294.169374,9,2021
Alaska,0-18,Female,TwoOrMore_Races,12877647.88,2575902.025,1839638.4309999999,926397.5105,4617.44,94453.16287999999,0.0,7147.344495,9,2021
Alaska,19-64,Male,NonHispanic_White,287393880.8,58036946.64,41448392.21,20872409.88,104034.2825,2128098.476,0.0,161034.8713,9,2021
Alaska,19-64,Male,AfricanAmerican,13545203.4,2735347.895,1953510.2880000002,983740.6295,4903.255115999999,100299.7232,0.0,7589.758277,9,2021
Alaska,19-64,Male,Hispanic,31278295.77,6316407.216,4511004.433999999,2271632.951,11322.49249,231609.9889,0.0,17526.108480000003,9,2021
Alaska,19-64,Male,Asian,27875635.98,5629266.682,4020267.55,2024509.701,10090.7569,206413.9232,0.0,15619.502540000001,9,2021
Alaska,19-64,Male,AmericanIndian,70147140.29,14165666.39,10116729.61,5094540.845,25392.70282,519426.586,0.0,39305.41484,9,2021
Alaska,19-64,Male,OtherPacific_Islander,5758347.3379999995,1162853.211,830477.8038,418208.5768,2084.475605,42639.49587,0.0,3226.563905,9,2021
Alaska,19-64,Male,TwoOrMore_Races,31801781.89,6422121.143999999,4586502.416,2309651.913,11511.99027,235486.3067,0.0,17819.43248,9,2021
Alaska,19-64,Female,NonHispanic_White,268047820.7,54130161.1,38658273.35,19467373.37,97031.16368,1984844.483,0.0,150194.7299,9,2021
Alaska,19-64,Female,AfricanAmerican,12633401.38,2551216.609,1822008.785,917519.6464,4573.190092,93547.99815,0.0,7078.849974,9,2021
Alaska,19-64,Female,Hispanic,29172781.94,5891215.165,4207343.9569999995,2118716.865,10560.31335,216019.0489,0.0,16346.32989,9,2021
Alaska,19-64,Female,Asian,25999173.86,5250329.833000001,3749641.267,1888228.8369999998,9411.492651999999,192519.0687,0.0,14568.06806,9,2021
Alaska,19-64,Female,AmericanIndian,65425151.13,13212097.61,9435716.992,4751599.328,23683.380569999998,484461.1305,0.0,36659.55156,9,2021
Alaska,19-64,Female,OtherPacific_Islander,5370721.3610000005,1084575.1770000001,774573.7829,390056.6613,1944.158107,39769.19728,0.0,3009.366173,9,2021
Alaska,19-64,Female,TwoOrMore_Races,29661029.34,5989812.908,4277759.756,2154176.5609999998,10737.055,219634.4305,0.0,16619.90864,9,2021
Alaska,65+,Male,NonHispanic_White,47224346.6,9227522.617999999,6590043.046,3318586.6139999996,16540.82012,338354.7543,0.0,25603.56812,9,2021
Alaska,65+,Male,AfricanAmerican,2225737.647,434903.7299,310596.2911,156408.7954,779.5878332999999,15947.047840000001,0.0,1206.725547,9,2021
Alaska,65+,Male,Hispanic,5139626.065,1004270.449,717222.3533,361175.8656,1800.2076539999998,36824.58391,0.0,2786.544982,9,2021
Alaska,65+,Male,Asian,4580503.563999999,895019.2703,639198.1643,321884.7673,1604.369164,32818.56223,0.0,2483.406198,9,2021
Alaska,65+,Male,AmericanIndian,11526525.4,2252255.065,1608498.667,810001.1044,4037.285784,82585.67773,0.0,6249.322639,9,2021
Alaska,65+,Male,OtherPacific_Islander,946207.309,184886.6098,132040.9353,66492.62797999999,331.41898230000004,6779.421306,0.0,513.0040972,9,2021
Alaska,65+,Male,TwoOrMore_Races,5225644.911,1021078.322,729226.0747,367220.65,1830.336652,37440.89494,0.0,2833.181719,9,2021
Alaska,65+,Female,NonHispanic_White,44045416.54,8606367.405,6146431.065,3095194.328,15427.36669,315578.238,0.0,23880.051369999997,9,2021
Alaska,65+,Female,AfricanAmerican,2075911.025,405627.972,289688.3494,145880.0605,727.1094958,14873.56449,0.0,1125.494225,9,2021
Alaska,65+,Female,Hispanic,4793649.614,936667.4908,668942.1787,336863.135,1679.0257920000001,34345.71898,0.0,2598.9673399999997,9,2021
Alaska,65+,Female,Asian,4272164.719,834770.609,596170.2262,300216.9362,1496.370267,30609.364610000004,0.0,2316.234491,9,2021
Alaska,65+,Female,AmericanIndian,10750611.69,2100643.41,1500221.79,755475.4827,3765.513911,77026.38231,0.0,5828.646419,9,2021
Alaska,65+,Female,OtherPacific_Islander,882512.8997,172440.87699999998,123152.535,62016.6441,309.1093509,6323.061234000001,0.0,478.47097469999994,9,2021
Alaska,65+,Female,TwoOrMore_Races,4873878.06,952343.9342,680137.8637,342501.0117,1707.1266420000002,34920.54273,0.0,2642.4647010000003,9,2021
Arizona,0-18,Male,NonHispanic_White,47751124.4,7954071.086,33903556.39,1307849.449,46828.32649,269866.2083,987181.1956,51081.842789999995,9,2021
Arizona,0-18,Male,AfricanAmerican,3433594.393,571945.7757,2437870.576,94042.27842,3367.239647,19405.01112,70984.29327000001,3673.0931729999998,9,2021
Arizona,0-18,Male,Hispanic,26546771.47,4421988.174,18848351.21,727086.1341,26033.75098,150029.4841,548813.7489,28398.451839999998,9,2021
Arizona,0-18,Male,Asian,2716354.6760000004,452472.6581,1928626.5,74397.89137,2663.860699,15351.519909999999,56156.46312000001,2905.824821,9,2021
Arizona,0-18,Male,AmericanIndian,3391628.24,564955.3274,2408074.38,92892.87279,3326.084496,19167.83876,70116.70747000001,3628.199812,9,2021
Arizona,0-18,Male,OtherPacific_Islander,147517.3887,24572.48518,104738.1432,4040.334925,144.66659230000002,833.696774,3049.6955629999998,157.8069659,9,2021
Arizona,0-18,Male,TwoOrMore_Races,1991484.7480000001,331728.5499,1413964.9340000001,54544.521479999996,1952.998996,11254.90645,41170.8901,2130.3940399999997,9,2021
Arizona,0-18,Female,NonHispanic_White,49244602.36,8202844.9120000005,34963933.81,1348754.126,48292.942760000005,278306.6218,1018056.56,52679.49326,9,2021
Arizona,0-18,Female,AfricanAmerican,3540984.483,589834.1171,2514118.12,96983.57188999999,3472.554408,20011.92785,73204.41854,3787.973896,9,2021
Arizona,0-18,Female,Hispanic,27377055.96,4560291.553,19437857.69,749826.6901,26847.9901,154721.8496,565978.6063,29286.65003,9,2021
Arizona,0-18,Female,Asian,2801312.1689999998,466624.3237,1988946.779,76724.78132000001,2747.1763760000003,15831.658480000002,57912.82889,2996.7082379999997,9,2021
Arizona,0-18,Female,AmericanIndian,3497705.784,582625.0334,2483390.01,95798.21712,3430.112076,19767.33762,72309.69787,3741.6764369999996,9,2021
Arizona,0-18,Female,OtherPacific_Islander,152131.1852,25341.02133,108013.9637,4166.701607,149.1912264,859.7717152,3145.0787219999997,162.7425822,9,2021
Arizona,0-18,Female,TwoOrMore_Races,2053771.0,342103.7879,1458188.51,56250.47169,2014.0815559999999,11606.91815,42458.56275,2197.02486,9,2021
Arizona,19-64,Male,NonHispanic_White,111037523.2,18439177.53,78595437.26,3031864.8030000003,108557.7205,625605.5384,2288489.645,118418.2487,9,2021
Arizona,19-64,Male,AfricanAmerican,7984268.891,1325888.288,5651486.873,218009.4002,7805.956090000001,44984.8186,164556.2343,8514.987652,9,2021
Arizona,19-64,Male,Hispanic,61730227.07,10251080.75,43694366.1,1685535.6409999998,60351.604960000004,347799.292,1272263.478,65833.46935,9,2021
Arizona,19-64,Male,Asian,6316443.833,1048924.957,4470954.06,172469.6588,6175.3785960000005,35587.98983,130182.2654,6736.301343000001,9,2021
Arizona,19-64,Male,AmericanIndian,7886683.382,1309682.987,5582413.145,215344.8409,7710.549959999999,44435.00415,162544.9914,8410.915581000001,9,2021
Arizona,19-64,Male,OtherPacific_Islander,343027.8486,56964.08941,242804.6212,9366.329788,335.3670024,1932.681095,7069.8234,365.82909910000006,9,2021
Arizona,19-64,Male,TwoOrMore_Races,4630875.9569999995,769015.207,3277862.387,126445.4521,4527.454532,26091.19479,95442.6159,4938.692838,9,2021
Arizona,19-64,Female,NonHispanic_White,114510364.8,19015886.57,81053610.87,3126690.2830000003,111953.0031,645172.1579,2360065.108,122121.93199999999,9,2021
Arizona,19-64,Female,AfricanAmerican,8233987.191000001,1367357.1530000002,5828244.41,224827.9252,8050.097428,46391.77678,169702.9426,8781.304866,9,2021
Arizona,19-64,Female,Hispanic,63660919.49,10571696.51,45060963.72,1738252.94,62239.179189999995,358677.1631,1312055.158,67892.49596,9,2021
Arizona,19-64,Female,Asian,6513998.756,1081731.437,4610788.911,177863.8697,6368.521521,36701.05008,134253.8835,6946.98785,9,2021
Arizona,19-64,Female,AmericanIndian,8133349.57,1350645.01,5757010.311000001,222080.0284,7951.707348999999,45824.76618,167628.7956,8673.977807,9,2021
Arizona,19-64,Female,OtherPacific_Islander,353756.4867,58745.71472999999,250398.6487,9659.273824,345.8560377,1993.128188,7290.941239,377.2708757,9,2021
Arizona,19-64,Female,TwoOrMore_Races,4775712.571,793067.1488,3380381.758,130400.1966,4669.056508,26907.23053,98427.70672999999,5093.156822,9,2021
Arizona,65+,Male,NonHispanic_White,32873547.76,5256582.823,22405740.43,864314.4969,30947.29403,178345.6622,652395.4413,33758.30244,9,2021
Arizona,65+,Male,AfricanAmerican,2363806.731,377980.0693,1611108.13,62149.43517999999,2225.2974480000003,12824.13082,46911.1745,2427.425939,9,2021
Arizona,65+,Male,Hispanic,18275727.97,2922345.9060000004,12456252.67,480507.2072,17204.84601,99149.52992,362692.8769,18767.5987,9,2021
Arizona,65+,Male,Asian,1870033.77,299024.2326,1274565.543,49167.10872,1760.457537,10145.31238,37111.95138,1920.363632,9,2021
Arizona,65+,Male,AmericanIndian,2334915.76,373360.3129,1591416.8080000002,61389.83097,2198.099368,12667.391440000001,46337.8157,2397.7574,9,2021
Arizona,65+,Male,OtherPacific_Islander,101556.1411,16239.143719999998,69217.97891,2670.123882,95.60537185,550.9626572999999,2015.4430530000002,104.2894107,9,2021
Arizona,65+,Male,TwoOrMore_Races,1371007.904,219228.4402,934442.7153,36046.6724,1290.6725199999998,7437.995873000001,27208.48121,1407.907045,9,2021
Arizona,65+,Female,NonHispanic_White,33901710.34,5420989.226,23106508.84,891347.0468,31915.210539999996,183923.6527,672799.9496,34814.136860000006,9,2021
Arizona,65+,Female,AfricanAmerican,2437737.8340000003,389801.8832,1661497.6130000001,64093.23887000001,2294.896494,13225.22204,48378.38195,2503.346814,9,2021
Arizona,65+,Female,Hispanic,18847324.92,3013746.041,12845838.03,495535.6894,17742.94975,102250.5593,374036.5641,19354.57954,9,2021
Arizona,65+,Female,Asian,1928521.486,308376.6009,1314429.223,50704.873419999996,1815.5181149999999,10462.6201,38272.6755,1980.42548,9,2021
Arizona,65+,Female,AmericanIndian,2407943.26,385037.6379,1641190.42,63309.87706,2266.8477589999998,13063.58043,47787.09061,2472.750353,9,2021
Arizona,65+,Female,OtherPacific_Islander,104732.4403,16747.043869999998,71382.86042000001,2753.635448,98.59555309,568.1947245,2078.478632,107.5511965,9,2021
Arizona,65+,Female,TwoOrMore_Races,1413887.9440000001,226085.0922,963668.6157,37174.078539999995,1331.039967,7670.628781,28059.46153,1451.9411519999999,9,2021
Arkansas,0-18,Male,NonHispanic_White,844080962.8,39111019.58,16284952.78,34179395.0,3672377.502,2800050.5439999998,44575458.66,6677415.624,9,2021
Arkansas,0-18,Male,AfricanAmerican,176247649.1,8166545.106000001,3400366.518,7136801.187000001,766807.8419,584662.3103,9307542.931,1394272.419,9,2021
Arkansas,0-18,Male,Hispanic,83813420.11,3883547.265,1617022.121,3393859.26,364650.4683,278032.3487,4426141.339,663037.1559,9,2021
Arkansas,0-18,Male,Asian,15764905.21,730476.7475,304154.1609,638368.7656,68589.01665,52296.56082,832536.1091,124714.1317,9,2021
Arkansas,0-18,Male,AmericanIndian,6904629.371,319930.3223,133211.8224,279589.3581,30040.252860000004,22904.56968,364629.7389,54621.63237000001,9,2021
Arkansas,0-18,Male,OtherPacific_Islander,3073158.7369999997,142396.7331,59290.81111,124441.5062,13370.517170000001,10194.51945,162291.8491,24311.362380000002,9,2021
Arkansas,0-18,Male,TwoOrMore_Races,25742693.32,1192803.803,496656.7944,1042399.63,111999.7867,85395.64995,1359457.697,203647.1265,9,2021
Arkansas,0-18,Female,NonHispanic_White,885048809.2,41009290.37,17075350.24,35838307.19,3850617.983,2935952.247,46738948.45,7001506.972,9,2021
Arkansas,0-18,Female,AfricanAmerican,184801907.5,8562912.019,3565404.825,7483189.018999999,804025.2028,613039.1566,9759288.682,1461944.054,9,2021
Arkansas,0-18,Female,Hispanic,87881341.87,4072036.965,1695505.0119999999,3558581.735,382348.9415,291526.7728,4640966.085,695217.9603,9,2021
Arkansas,0-18,Female,Asian,16530061.92,765930.7625,318916.4189,669352.2786,71918.0152,54834.79775,872943.6208,130767.1878,9,2021
Arkansas,0-18,Female,AmericanIndian,7239748.64,335458.2833,139677.3176,293159.3524,31498.26995,24016.25319,382327.2061,57272.717679999994,9,2021
Arkansas,0-18,Female,OtherPacific_Islander,3222315.869,149308.0221,62168.5171,130481.3303,14019.46119,10689.315,170168.7565,25491.32521,9,2021
Arkansas,0-18,Female,TwoOrMore_Races,26992126.43,1250697.068,520762.2536,1092992.961,117435.7463,89540.36594,1425439.583,213531.2307,9,2021
Arkansas,19-64,Male,NonHispanic_White,1951108311.0,92369270.64,38460495.97,80722155.06,8673126.782,6612934.904,105274744.8,15770184.92,9,2021
Arkansas,19-64,Male,AfricanAmerican,407399607.6,19287091.55,8030713.046,16855124.91,1810985.289,1380808.574,21981808.74,3292880.8260000004,9,2021
Arkansas,19-64,Male,Hispanic,193736226.5,9171850.601,3818953.215,8015344.727000001,861202.2432,656634.5122,10453305.79,1565908.0019999999,9,2021
Arkansas,19-64,Male,Asian,36440861.64,1725181.4219999998,718326.9142,1507648.175,161988.041,123509.8249,1966217.041,294539.8384,9,2021
Arkansas,19-64,Male,AmericanIndian,15960174.85,755585.7876,314609.0029,660311.7323,70946.66099,54094.176479999995,861153.2863,129000.9925,9,2021
Arkansas,19-64,Male,OtherPacific_Islander,7103661.637,336301.1887,140028.2845,293895.9733,31577.415589999997,24076.59878,383287.8789,57416.62672000001,9,2021
Arkansas,19-64,Male,TwoOrMore_Races,59504698.13,2817068.3989999997,1172964.202,2461855.881,264512.1176,201680.6002,3210658.2060000002,480957.4576,9,2021
Arkansas,19-64,Female,NonHispanic_White,2045806224.0,96852454.43,40327193.32,84640040.9,9094080.863,6933896.652000001,110384301.5,16535597.88,9,2021
Arkansas,19-64,Female,AfricanAmerican,427172929.5,20223199.15,8420487.288999999,17673195.92,1898882.2680000002,1447826.735,23048705.64,3452702.267,9,2021
Arkansas,19-64,Female,Hispanic,203139300.7,9617010.464,4004307.814,8404373.062,903001.0786,688504.5614,10960661.65,1641910.045,9,2021
Arkansas,19-64,Female,Asian,38209535.13,1808913.8730000001,753191.2317,1580822.552,169850.2029,129504.4294,2061648.263,308835.4609,9,2021
Arkansas,19-64,Female,AmericanIndian,16734809.06,792258.4811,329878.6914,692360.257,74390.08886,56719.66149,902949.7455,135262.1133,9,2021
Arkansas,19-64,Female,OtherPacific_Islander,7448441.026000001,352623.717,146824.6199,308160.3456,33110.03955,25245.16725,401890.9272,60203.36833,9,2021
Arkansas,19-64,Female,TwoOrMore_Races,62392785.21,2953796.0710000005,1229894.543,2581343.155,277350.3313,211469.2581,3366488.935,504300.9425,9,2021
Arkansas,65+,Male,NonHispanic_White,543883839.4,24876995.25,10358223.78,21740181.06,2335856.203,1781003.023,28352711.99,4247243.835,9,2021
Arkansas,65+,Male,AfricanAmerican,113565229.3,5194421.062,2162840.617,4539441.088,487736.5829,371880.9092,5920165.308999999,886842.3459999999,9,2021
Arkansas,65+,Male,Hispanic,54005204.16,2470173.059,1028524.75,2158701.6040000003,231939.9511,176845.54100000003,2815296.003,421732.0939,9,2021
Arkansas,65+,Male,Asian,10158121.73,464627.7897,193460.6077,406041.4922,43626.80033,33263.80415,529543.772,79325.79861,9,2021
Arkansas,65+,Male,AmericanIndian,4449000.152,203495.2092,84730.84846000001,177835.8941,19107.43407,14568.7041,231926.766,34742.69155,9,2021
Arkansas,65+,Male,OtherPacific_Islander,1980190.8190000001,90573.01217999999,37712.57417,79152.39216,8504.464874,6484.336504999999,103227.5201,15463.51011,9,2021
Arkansas,65+,Male,TwoOrMore_Races,16587312.71,758696.0111,315904.0304,663029.7785,71238.69927000001,54316.84475,864698.0581,129532.0003,9,2021
Arkansas,65+,Female,NonHispanic_White,570281484.4,26084411.32,10860964.8,22795350.46,2449228.027,1867444.799,29728823.52,4453385.711,9,2021
Arkansas,65+,Female,AfricanAmerican,119077168.4,5446534.607000001,2267815.0519999997,4759764.888,511409.0957,389930.3151,6207503.176,929885.6352,9,2021
Arkansas,65+,Female,Hispanic,56626370.85,2590064.012,1078444.658,2263475.15,243197.2602,185428.8183,2951937.651,442201.0494,9,2021
Arkansas,65+,Female,Asian,10651150.71,487178.7069,202850.3047,425748.8973,45744.24656,34878.27773,555245.4154,83175.91166,9,2021
Arkansas,65+,Female,AmericanIndian,4664934.3610000005,213371.94,88843.29801,186467.2386,20034.82191,15275.80265,243183.4351,36428.943589999995,9,2021
Arkansas,65+,Female,OtherPacific_Islander,2076300.265,94969.01376,39542.97079,82994.08885,8917.232874,6799.056672,108237.7139,16214.038480000001,9,2021
Arkansas,65+,Female,TwoOrMore_Races,17392385.33,795519.6607,331236.5735,695210.2248,74696.30133999999,56953.13706,906666.5644,135818.8937,9,2021
California,0-18,Male,NonHispanic_White,43805908.04,331418939.0,28571863.52,155596467.0,4954805.535,105642448.3,395479.7174,9213630.853,9,2021
California,0-18,Male,AfricanAmerican,6276779.877,47487743.55,4093952.3010000004,22294818.59,709955.0054,15137099.61,56666.765810000004,1320185.685,9,2021
California,0-18,Male,Hispanic,45600228.56,344994089.7,29742186.96,161969806.7,5157757.823,109969636.6,411678.8423,9591027.594,9,2021
California,0-18,Male,Asian,16554475.25,125244901.2,10797452.42,58800695.56,1872446.19,39922818.03,149453.7949,3481877.9189999998,9,2021
California,0-18,Male,AmericanIndian,369436.8021,2795019.175,240960.6001,1312221.656,41786.3159,890934.8075,3335.2752769999997,77703.08778,9,2021
California,0-18,Male,OtherPacific_Islander,394653.2943,2985797.622,257407.7463,1401789.417,44638.50687,951746.9695,3562.9297579999998,83006.83472,9,2021
California,0-18,Male,TwoOrMore_Races,3791588.232,28685723.11,2473016.685,13467538.05,428859.55799999996,9143804.603,34230.45679,797479.0588,9,2021
California,0-18,Female,NonHispanic_White,44950620.31,340079399.2,29318487.99,159662429.6,5084281.83,108403039.5,405814.1792,9454396.465,9,2021
California,0-18,Female,AfricanAmerican,6440801.29,48728667.55,4200933.245,22877414.72,728507.1651,15532654.1,58147.55105,1354684.063,9,2021
California,0-18,Female,Hispanic,46791829.04,354009288.4,30519393.69,166202314.0,5292537.557,112843303.5,422436.6108,9841655.132000001,9,2021
California,0-18,Female,Asian,16987067.84,128517733.1,11079605.59,60337243.5,1921375.94,40966059.49,153359.2405,3572864.4669999997,9,2021
California,0-18,Female,AmericanIndian,379090.7245,2868057.102,247257.25199999998,1346511.9219999998,42878.253280000004,914216.2334,3422.430885,79733.58278,9,2021
California,0-18,Female,OtherPacific_Islander,404966.1605,3063820.8680000002,264134.1861,1438420.219,45804.976160000006,976617.5059,3656.034308,85175.92437000001,9,2021
California,0-18,Female,TwoOrMore_Races,3890667.962,29435322.89,2537640.2180000003,13819464.46,440066.2837,9382745.553,35124.94855,818318.3496,9,2021
California,19-64,Male,NonHispanic_White,110672726.8,835377288.5,72018472.91,392197727.5,12489123.36,266283219.2,996849.4107,23223953.29,9,2021
