State,Age Group,Gender,Race,Total Cost,IP Actual Cost,OP Actual Cost,Prescribed Drugs,Hospice Benefits,Federally Qualified Health Center,Rehabilative Services,Home Health Services,Month,Year
Alaska,0-18,Male,Asian,1218373.562,1610647.246,1366628.46,645780.6741,5120.57111,57504.474160000005,0.0,10372.75591,8,2021
Alaska,0-18,Male,AmericanIndian,2454152.46,3244303.7389999996,2752780.183,1300786.7859999998,10314.29324,115830.4408,0.0,20893.694059999998,8,2021
Alaska,0-18,Male,OtherPacific_Islander,69621.34638999999,92036.9855,78093.05483,36901.7528,292.6040634,3285.969952,0.0,592.7289093999999,8,2021
Alaska,0-18,Male,TwoOrMore_Races,1268103.095,1676387.95,1422409.2130000002,672139.0689,5329.574013,59851.59555,0.0,10796.13371,8,2021
Alaska,0-18,Female,NonHispanic_White,10245350.93,13543995.68,11492032.16,5430394.941000001,43059.0827,483557.3719,0.0,87224.9101,8,2021
Alaska,0-18,Female,AfricanAmerican,538857.4556,712350.7142,604427.0473,285613.3306,2264.7060030000002,25432.852130000003,0.0,4587.621592,8,2021
Alaska,0-18,Female,Hispanic,1120070.519,1480694.061,1256363.644,593676.6173,4707.423832,52864.79306,0.0,9535.842262,8,2021
Alaska,0-18,Female,Asian,1153013.77,1524243.886,1293315.5159999998,611137.6943,4845.877474,54419.63992,0.0,9816.308211,8,2021
Alaska,0-18,Female,AmericanIndian,2322499.165,3070262.685,2605106.9680000003,1231005.9270000001,9760.98177,109616.7033,0.0,19772.8494,8,2021
Alaska,0-18,Female,OtherPacific_Islander,65886.50112999999,87099.65065,73903.74377,34922.15396,276.9072843,3109.69371,0.0,560.9318977999999,8,2021
Alaska,0-18,Female,TwoOrMore_Races,1200075.5559999999,1586457.9230000002,1346103.904,636082.09,5043.6683920000005,56640.84971,0.0,10216.97385,8,2021
Alaska,19-64,Male,NonHispanic_White,25174260.85,32964193.26,27970000.73,13216822.61,104799.7916,1176911.086,0.0,212293.2451,8,2021
Alaska,19-64,Male,AfricanAmerican,1324048.1709999999,1733762.1169999999,1471090.99,695142.9441,5511.978013,61900.00889,0.0,11165.63003,8,2021
Alaska,19-64,Male,Hispanic,2752169.997,3603802.479,3057813.585,1444925.945,11457.211940000001,128665.5207,0.0,23208.90783,8,2021
Alaska,19-64,Male,Asian,2833116.173,3709796.6689999998,3147749.2789999996,1487423.767,11794.18876,132449.8007,0.0,23891.52276,8,2021
Alaska,19-64,Male,AmericanIndian,5706705.433999999,7472590.433999999,6340466.405,2996096.445,23756.86594,266791.7414,0.0,48124.35299,8,2021
Alaska,19-64,Male,OtherPacific_Islander,161892.3527,211988.3811,179871.3874,84995.64382,673.9536436000001,7568.560039,0.0,1365.2298720000001,8,2021
Alaska,19-64,Male,TwoOrMore_Races,2948753.568,3861216.942,3276228.841,1548134.9409999999,12275.58422,137855.915,0.0,24866.68696,8,2021
Alaska,19-64,Female,NonHispanic_White,23823784.68,31195825.26,26469546.78,12507804.62,99177.7945,1113775.553,0.0,200904.7492,8,2021
Alaska,19-64,Female,AfricanAmerican,1253019.452,1640754.245,1392174.1409999998,657851.9196,5216.287308,58579.37567,0.0,10566.6485,8,2021
Alaska,19-64,Female,Hispanic,2604529.515,3410476.0739999996,2893776.818,1367412.7240000002,10842.58847,121763.2438,0.0,21963.86325,8,2021
Alaska,19-64,Female,Asian,2681133.325,3510784.193,2978887.901,1407630.745,11161.48813,125344.5156,0.0,22609.859230000002,8,2021
Alaska,19-64,Female,AmericanIndian,5400568.554,7071722.447000001,6000331.342999999,2835370.5,22482.42609,252479.6672,0.0,45542.71645,8,2021
Alaska,19-64,Female,OtherPacific_Islander,153207.6185,200616.2396,170222.1658,80436.04257,637.7993216,7162.54375,0.0,1291.991956,8,2021
Alaska,19-64,Female,TwoOrMore_Races,2790567.338,3654081.5069999998,3100475.162,1465085.061,11617.059070000001,130460.6183,0.0,23532.71063,8,2021
Alaska,65+,Male,NonHispanic_White,4002554.835,5416651.475,4596009.51,2171778.364,17220.623030000002,193389.1456,0.0,34883.86657,8,2021
Alaska,65+,Male,AfricanAmerican,210515.63100000002,284890.4887,241728.5663,114225.3664,905.7240867,10171.362959999999,0.0,1834.727939,8,2021
Alaska,65+,Male,Hispanic,437578.3421,592174.1163,502457.6314,237429.1459,1882.64046,21142.2217,0.0,3813.6703,8,2021
Alaska,65+,Male,Asian,450448.2934,609591.002,517235.797,244412.35600000003,1938.0122379999998,21764.05175,0.0,3925.837074,8,2021
Alaska,65+,Male,AmericanIndian,907331.5624,1227890.447,1041860.677,492316.3172,3903.710365,43839.01853,0.0,7907.757534,8,2021
Alaska,65+,Male,OtherPacific_Islander,25739.90248,34833.771539999994,29556.331260000003,13966.42035,110.7435565,1243.6601,0.0,224.3335471,8,2021
Alaska,65+,Male,TwoOrMore_Races,468833.93799999997,634472.2674,538347.4622,254388.3706,2017.1147780000001,22652.3804,0.0,4086.0753219999997,8,2021
Alaska,65+,Female,NonHispanic_White,3787837.313,5126074.573,4349456.0430000005,2055273.0590000001,16296.82069,183014.7623,0.0,33012.51747,8,2021
Alaska,65+,Female,AfricanAmerican,199222.4953,269607.5051,228761.0091,108097.7333,857.1364122000001,9625.719007,0.0,1736.303744,8,2021
Alaska,65+,Female,Hispanic,414104.4008,560406.8665,475503.23299999995,224692.2316,1781.6459920000002,20008.04475,0.0,3609.0855109999998,8,2021
Alaska,65+,Female,Asian,426283.94200000004,576889.4214,489488.6222,231300.8266,1834.047345,20596.51665,0.0,3715.2350850000003,8,2021
Alaska,65+,Female,AmericanIndian,858657.6546,1162020.12,985969.939,465905.9508,3694.295366,41487.26926,0.0,7483.544956999999,8,2021
Alaska,65+,Female,OtherPacific_Islander,24359.0824,32965.1098,27970.778410000003,13217.19009,104.8027054,1176.9438089999999,0.0,212.2991477,8,2021
Alaska,65+,Female,TwoOrMore_Races,443683.2866,600435.9284,509467.7496,240741.6767,1908.90642,21437.1908,0.0,3866.877333,8,2021
Arizona,0-18,Male,NonHispanic_White,91884934.03,7794901.491,33339075.75,1124064.3490000002,67168.72937,9369200.962000001,623222.2796,47978.2575,8,2021
Arizona,0-18,Male,AfricanAmerican,6534765.289,554365.6556,2371041.97,79942.34058999999,4776.97335,666328.2711,44322.94982,3412.166043,8,2021
Arizona,0-18,Male,Hispanic,50603619.62,4292871.6680000005,18360767.47,619053.8781,36991.70998,5159882.702,343226.0524,26422.97694,8,2021
Arizona,0-18,Male,Asian,5127391.538,434973.5064,1860397.427,62725.38684,3748.170233,522823.0529,34777.24261,2677.29758,8,2021
Arizona,0-18,Male,AmericanIndian,6698010.75,568214.3055,2430273.147,81939.38619,4896.30728,682973.8675,45430.18475,3497.405618,8,2021
Arizona,0-18,Male,OtherPacific_Islander,220134.0313,18674.69468,79872.34492,2692.985735,160.9199955,22446.33464,1493.089528,114.9442762,8,2021
Arizona,0-18,Male,TwoOrMore_Races,3539458.413,300263.9111,1284239.613,43299.57963,2587.376557,360906.7963,24006.86646,1848.1489809999998,8,2021
Arizona,0-18,Female,NonHispanic_White,95689868.27,8117686.59,34719639.3,1170611.598,69950.17119,9757177.444,649029.7726,49965.02624,8,2021
Arizona,0-18,Female,AfricanAmerican,6805368.433999999,577321.8113,2469226.279,83252.73474,4974.786731,693920.7733,46158.3531,3553.463063,8,2021
Arizona,0-18,Female,Hispanic,52699104.01,4470638.508,19121082.68,644688.7585,38523.528289999995,5373552.271000001,357438.9652,27517.14641,8,2021
Arizona,0-18,Female,Asian,5339715.656,452985.6605,1937436.062,65322.83085,3903.3811100000003,544473.0367,36217.36032,2788.163864,8,2021
Arizona,0-18,Female,AmericanIndian,6975373.852999999,591743.9308,2530910.205,85332.47755,5099.062250999999,711255.6601,47311.438369999996,3642.2323899999997,8,2021
Arizona,0-18,Female,OtherPacific_Islander,229249.7315,19448.00954,83179.84057,2804.501662,167.58365600000002,23375.83226,1554.918026,119.7040926,8,2021
Arizona,0-18,Female,TwoOrMore_Races,3686026.582,312697.7714,1337419.6840000001,45092.60538,2694.519233,375851.8647,25000.98534,1924.6804100000002,8,2021
Arizona,19-64,Male,NonHispanic_White,213008230.9,18125783.76,77524633.04,2613829.995,156190.0256,21786562.77,1449202.698,111565.6845,8,2021
Arizona,19-64,Male,AfricanAmerican,15148933.92,1289087.746,5513474.937999999,185892.9943,11108.07956,1549438.715,103065.8572,7934.440723999999,8,2021
Arizona,19-64,Male,Hispanic,117309628.7,9982379.333999999,42694997.64,1439509.754,86018.24369,11998473.38,798116.7192,61442.3629,8,2021
Arizona,19-64,Male,Asian,11886351.25,1011460.5970000001,4326053.576,145857.7506,8715.76417,1215740.521,80868.85766000001,6225.622869,8,2021
Arizona,19-64,Male,AmericanIndian,15527370.57,1321290.544,5651207.469,190536.8011,11385.571329999999,1588145.36,105640.5531,8132.651583,8,2021
Arizona,19-64,Male,OtherPacific_Islander,510316.0934,43424.984639999995,185730.2307,6262.103139,374.1934448,52195.32387,3471.938414,267.2843393,8,2021
Arizona,19-64,Male,TwoOrMore_Races,8205194.715,698215.2024,2986291.687,100686.1752,6016.526063,839230.4321,55824.088429999996,4297.571793,8,2021
Arizona,19-64,Female,NonHispanic_White,221828853.4,18876368.34,80734910.47,2722068.1,162657.8191,22688739.38,1509213.8530000001,116185.5941,8,2021
Arizona,19-64,Female,AfricanAmerican,15776247.83,1342468.5769999998,5741786.682,193590.7809,11568.062609999999,1613600.62,107333.7909,8263.004111,8,2021
Arizona,19-64,Female,Hispanic,122167393.8,10395747.39,44462987.79,1499119.5259999998,89580.23961,12495327.44,831166.5512,63986.67718,8,2021
Arizona,19-64,Female,Asian,12378562.36,1053344.951,4505194.471,151897.6869,9076.681984,1266084.06,84217.61868,6483.424497,8,2021
Arizona,19-64,Female,AmericanIndian,16170355.46,1376004.885,5885222.686000001,198426.8868,11857.04525,1653910.0980000002,110015.1044,8469.422836,8,2021
Arizona,19-64,Female,OtherPacific_Islander,531448.1668,45223.20338,193421.2773,6521.415407,389.6887103,54356.72037,3615.7105939999997,278.352523,8,2021
Arizona,19-64,Female,TwoOrMore_Races,8544969.963,727128.1353,3109953.347,104855.5668,6265.669039,873982.7735,58135.75124,4475.533264,8,2021
Arizona,65+,Male,NonHispanic_White,60723717.54,5366283.406,22951788.31,773845.2976,46241.30763,6450086.342999999,429048.0619,33029.91415,8,2021
Arizona,65+,Male,AfricanAmerican,4318610.507,381644.7484,1632308.399,55035.10932,3288.6358920000002,458723.7373,30513.47222,2349.054704,8,2021
Arizona,65+,Male,Hispanic,33442260.55,2955363.3260000004,12640195.89,426178.3882,25466.38975,3552244.111,236288.8449,18190.50348,8,2021
Arizona,65+,Male,Asian,3388523.687,299451.0081,1280762.798,43182.354889999995,2580.371766,359929.7152,23941.87279,1843.145496,8,2021
Arizona,65+,Male,AmericanIndian,4426494.04,391178.6444,1673085.218,56409.945510000005,3370.789552,470183.1494,31275.731560000004,2407.736615,8,2021
Arizona,65+,Male,OtherPacific_Islander,145479.3093,12856.314390000001,54986.92185,1853.9457719999998,110.78296529999999,15452.84354,1027.895166,79.13166867,8,2021
Arizona,65+,Male,TwoOrMore_Races,2339111.142,206712.201,884115.5638,29808.948310000003,1781.240712,248460.8888,16527.16834,1272.3305380000002,8,2021
Arizona,65+,Female,NonHispanic_White,63238272.88,5588499.982000001,23902216.65,805890.0555,48156.14967,6717182.9520000005,446814.8446,34397.67539,8,2021
Arizona,65+,Female,AfricanAmerican,4497443.187,397448.5707,1699901.919,57314.10069,3424.817557,477719.383,31777.028169999998,2446.328525,8,2021
Arizona,65+,Female,Hispanic,34827096.96,3077744.25,13163623.53,443826.3384,26520.94716,3699341.732,246073.5122,18943.76809,8,2021
Arizona,65+,Female,Asian,3528841.683,311851.2063,1333798.894,44970.52639,2687.224374,374834.3228,24933.3003,1919.469732,8,2021
Arizona,65+,Female,AmericanIndian,4609794.152,407377.2632,1742367.2959999999,58745.868539999996,3510.3731810000004,489653.3267,32570.852489999997,2507.440441,8,2021
Arizona,65+,Female,OtherPacific_Islander,151503.5744,13388.69144,57263.91779,1930.7172449999998,115.3704628,16092.742269999999,1070.4600710000002,82.40849309,8,2021
Arizona,65+,Female,TwoOrMore_Races,2435973.202,215272.1062,920726.5883,31043.330089999996,1855.0014850000002,258749.5977,17211.55462,1325.017456,8,2021
Arkansas,0-18,Male,NonHispanic_White,59932246.69,38517124.04,13950766.82,33355909.35,3228950.153,2227114.96,43105588.62,6562901.945,8,2021
Arkansas,0-18,Male,AfricanAmerican,12703587.33,8164313.472,2957085.617,7070312.409,684427.0411,472072.2308,9136911.092,1391110.84,8,2021
Arkansas,0-18,Male,Hispanic,5813940.171,3736490.238,1353343.619,3235808.3,313235.7627,216049.1863,4181610.52,636657.5819,8,2021
Arkansas,0-18,Male,Asian,1109856.42,713280.0748,258347.5338,617702.025,59795.373210000005,41242.86963,798251.6411,121535.2212,8,2021
Arkansas,0-18,Male,AmericanIndian,512241.4247,329206.1884,119237.3233,285093.2423,27597.86456,19035.1706,368423.8344,56093.17902,8,2021
Arkansas,0-18,Male,OtherPacific_Islander,173592.9273,111564.3194,40408.204,96614.93212,9352.609656,6450.807813,124854.7439,19009.35511,8,2021
Arkansas,0-18,Male,TwoOrMore_Races,1781461.844,1144905.966,414680.9132,991490.9427,95979.24007999999,66200.0933,1281296.2240000002,195079.6115,8,2021
Arkansas,0-18,Female,NonHispanic_White,63367335.49,40724779.33,14750371.8,35267743.41,3414021.315,2354764.732,45576237.28,6939062.563999999,8,2021
Arkansas,0-18,Female,AfricanAmerican,13431708.72,8632260.918,3126574.5360000003,7475555.869,723655.8001,499129.6185,9660604.141,1470844.031,8,2021
Arkansas,0-18,Female,Hispanic,6147173.143999999,3950651.67,1430912.136,3421272.545,331189.2472,228432.3052,4421284.556,673148.3769,8,2021
Arkansas,0-18,Female,Asian,1173469.176,754162.5802,273155.0334,653106.3595,63222.61694,43606.7543,844004.3940000001,128501.1586,8,2021
Arkansas,0-18,Female,AmericanIndian,541601.1581,348075.037,126071.5539,301433.7044,29179.669360000004,20126.19429,389540.4895,59308.22704,8,2021
Arkansas,0-18,Female,OtherPacific_Islander,183542.6147,117958.7625,42724.248810000005,102152.5332,9888.665727,6820.543622,132010.9437,20098.89916,8,2021
Arkansas,0-18,Female,TwoOrMore_Races,1883568.4719999998,1210527.629,438448.8485,1048319.439,101480.4057,69994.43126,1354735.2580000001,206260.83399999997,8,2021
Arkansas,19-64,Male,NonHispanic_White,141543175.7,89033024.25,32247448.16,77102783.77,7463776.294,5148016.244,99639342.57,15170265.76,8,2021
Arkansas,19-64,Male,AfricanAmerican,30002314.16,18871957.28,6835356.534,16343154.17,1582065.4019999998,1091203.443,21120134.15,3215577.7,8,2021
Arkansas,19-64,Male,Hispanic,13730897.81,8636964.319,3128278.091,7479629.024,724050.0935,499401.5758,9665867.848,1471645.439,8,2021
Arkansas,19-64,Male,Asian,2621169.92,1648759.708,597174.966,1427829.3290000001,138218.0795,95333.63415,1845173.011,280930.8474,8,2021
Arkansas,19-64,Male,AmericanIndian,1209770.732,760966.0193,275619.2151,658998.1519,63792.95978,44000.13884,851618.3126,129660.3911,8,2021
Arkansas,19-64,Male,OtherPacific_Islander,409977.8593,257882.9288,93404.28956,223327.1515,21618.72526,14911.158159999999,288603.9837,43940.46588,8,2021
Arkansas,19-64,Male,TwoOrMore_Races,4207313.768999999,2646470.711,958542.3813,2291849.128,221857.7379,153022.7051,2961739.2430000002,450930.0269,8,2021
Arkansas,19-64,Female,NonHispanic_White,149655893.0,94136059.12,34095749.44,81522022.55,7891571.609,5443080.987000001,105350291.3,16039767.79,8,2021
Arkansas,19-64,Female,AfricanAmerican,31721932.88,19953626.21,7227133.215,17279881.7,1672743.384,1153747.081,22330660.04,3399882.403,8,2021
Arkansas,19-64,Female,Hispanic,14517900.73,9132002.316,3307579.1119999997,7908332.957,765549.8954,528025.3778,10219878.69,1555994.5680000002,8,2021
Arkansas,19-64,Female,Asian,2771405.4269999997,1743260.354,631402.7674,1509667.084,146140.215,100797.796,1950931.321,297032.7368,8,2021
Arkansas,19-64,Female,AmericanIndian,1279110.197,804581.7019,291416.6619,696769.4235,67449.32999,46522.05972,900429.8404,137092.0324,8,2021
Arkansas,19-64,Female,OtherPacific_Islander,433476.2334,272663.799,98757.86875,236127.4158,22857.8285,15765.809130000001,305145.6681,46458.96653,8,2021
Arkansas,19-64,Female,TwoOrMore_Races,4448461.018,2798156.363,1013482.391,2423209.2169999997,234573.78100000002,161793.3855,3131494.89,476775.6237,8,2021
Arkansas,65+,Male,NonHispanic_White,38120566.34,24818521.24,8989181.082,21492890.9,2080575.0680000002,1435042.239,27775099.87,4228807.976,8,2021
Arkansas,65+,Male,AfricanAmerican,8080256.797,5260678.007,1905399.0669999998,4555758.071,441010.7837,304179.8935,5887371.596,896362.7162,8,2021
Arkansas,65+,Male,Hispanic,3698020.752,2407608.685,872027.3956,2084994.1169999999,201833.5643,139211.3625,2694422.0810000002,410230.5173,8,2021
Arkansas,65+,Male,Asian,705936.4138,459602.2452,166466.3163,398016.4982,38529.16793,26574.85629,514353.7013,78311.25881,8,2021
Arkansas,65+,Male,AmericanIndian,325816.8063,212124.1132,76830.60754,183699.9222,17782.692890000002,12265.318290000001,237394.016,36143.65791,8,2021
Arkansas,65+,Male,OtherPacific_Islander,110415.6955,71886.50502000001,26037.03922,62253.86253,6026.357035,4156.580086,80450.1943,12248.684070000001,8,2021
Arkansas,65+,Male,TwoOrMore_Races,1133118.449,737720.527,267199.7795,638867.5073,61844.254160000004,42656.05137,825603.6333,125699.6103,8,2021
Arkansas,65+,Female,NonHispanic_White,40305492.45,26241024.64,9504406.807,22724781.79,2199825.73,1517293.4109999998,29367063.12,4471187.191000001,8,2021
Arkansas,65+,Female,AfricanAmerican,8543386.434,5562200.094,2014609.3059999999,4816876.824,466287.8471,321614.3299,6224813.38,947738.8234,8,2021
Arkansas,65+,Female,Hispanic,3909977.2589999996,2545603.672,922008.6945,2204498.063,213401.8978,147190.4292,2848856.123,433743.3728,8,2021
Arkansas,65+,Female,Asian,746398.0084,485944.9007,176007.5335,420829.2924,40737.513530000004,28098.026139999998,543834.5023,82799.76279,8,2021
Arkansas,65+,Female,AmericanIndian,344491.3885,224282.2619,81234.24621,194228.9042,18801.92932,12968.319759999998,251000.5395,38215.27514,8,2021
Arkansas,65+,Female,OtherPacific_Islander,116744.3039,76006.76652,27529.383439999998,65822.01754,6371.764936,4394.819473,85061.29395,12950.73213,8,2021
Arkansas,65+,Female,TwoOrMore_Races,1198064.495,780003.8662,282514.6563,675484.9668,65388.931970000005,45100.93426,872924.0985,132904.2346,8,2021
California,0-18,Male,NonHispanic_White,419773400.5,373020746.9,35429044.44,160501366.4,6280497.665,91950525.63,2938951.9869999997,12178906.19,8,2021
California,0-18,Male,AfricanAmerican,60316594.95,53598778.0,5090744.961,23062194.73,902435.0599,13212229.75,422293.4955,1749968.3180000002,8,2021
California,0-18,Male,Hispanic,431338904.9,383298132.6,36405177.69,164923464.8,6453536.557,94483926.31,3019925.3460000004,12514456.74,8,2021
California,0-18,Male,Asian,156446891.7,139022473.4,13204180.81,59817844.25,2340701.762,34269379.41,1095328.82,4539001.318,8,2021
California,0-18,Male,AmericanIndian,3762551.5089999996,3343493.829,317560.8661,1438620.593,56293.933679999995,824179.3991,26342.68446,109163.0909,8,2021
California,0-18,Male,OtherPacific_Islander,3994093.14,3549247.296,337103.0732,1527151.091,59758.17575,874898.1313,27963.77273,115880.8195,8,2021
California,0-18,Male,TwoOrMore_Races,33602479.24,29859971.81,2836062.812,12847988.53,502748.1308,7360556.017999999,235260.4358,974910.3731,8,2021
California,0-18,Female,NonHispanic_White,431875304.3,383774789.9,36450450.01,165128558.3,6461561.97,94601423.51,3023680.829,12530019.32,8,2021
California,0-18,Female,AfricanAmerican,62055498.92,55144009.92,5237509.158,23727068.84,928451.9116,13593133.19,434468.0527,1800419.2240000002,8,2021
California,0-18,Female,Hispanic,443774237.8,394348468.6,37454724.8,169678144.1,6639589.505,97207861.15,3106988.619,12875243.66,8,2021
California,0-18,Female,Asian,160957194.7,143030437.2,13584852.21,61542369.43,2408183.284,35257352.29,1126906.7240000002,4669858.96,8,2021
California,0-18,Female,AmericanIndian,3871024.405,3439885.455,326716.0223,1480095.465,57916.86589,847940.1705,27102.1338,112310.2203,8,2021
California,0-18,Female,OtherPacific_Islander,4109241.291,3651570.7139999997,346821.6237,1571178.263,61480.98071,900121.1041,28769.95742,119221.6185,8,2021
California,0-18,Female,TwoOrMore_Races,34571225.65,30720823.18,2917825.3989999997,13218391.04,517242.1638,7572757.984,242042.9027,1003016.66,8,2021
California,19-64,Male,NonHispanic_White,1058084267.0,942412223.6,89509135.42,405496077.2,15867261.59,232306916.0,7425067.64,30769200.26,8,2021
