State,Age Group,Gender,Race,Total Cost,IP Actual Cost,OP Actual Cost,Prescribed Drugs,Hospice Benefits,Federally Qualified Health Center,Rehabilative Services,Home Health Services,Month,Year
District of Columbia,65+,Male,NonHispanic_White,14262801.81,48170983.55,13404006.36,2787295.8819999998,2437588.087,759584.6086,1506790.751,3197138.854,9,2021
District of Columbia,65+,Male,AfricanAmerican,18595882.92,62805469.91,17476182.88,3634084.562,3178134.5110000004,990348.6449,1964558.209,4168439.0330000003,9,2021
District of Columbia,65+,Male,Hispanic,4413209.205,14905109.86,4147479.9280000003,862447.6456,754240.7392,235031.3655,466232.5747,989261.6332,9,2021
District of Columbia,65+,Male,Asian,1466960.602,4954491.826,1378631.596,286679.5246,250711.3072,78124.95111000001,154976.7497,328832.7775,9,2021
District of Columbia,65+,Male,AmericanIndian,30818.500030000003,104085.9627,28962.848660000003,6022.679089,5267.044268,1641.280485,3255.814069,6908.251629,9,2021
District of Columbia,65+,Male,OtherPacific_Islander,24654.800030000002,83268.77017999999,23170.27893,4818.143271,4213.635414,1313.024388,2604.651255,5526.601303,9,2021
District of Columbia,65+,Male,TwoOrMore_Races,924555.0009999999,3122578.8819999998,868885.4598,180680.3727,158011.328,49238.414560000005,97674.42207999999,207247.5489,9,2021
District of Columbia,65+,Female,NonHispanic_White,16020392.55,54107045.44,15055768.59,3130771.5530000003,2737969.6180000002,853187.4566,1692471.061,3591119.062,9,2021
District of Columbia,65+,Female,AfricanAmerican,20887434.88,70544924.85,19629755.34,4081909.151,3569772.833,1112388.313,2206648.7430000002,4682111.586,9,2021
District of Columbia,65+,Female,Hispanic,4957044.54,16741851.57,4658569.712,968726.2022,847185.0675,263994.0445,523685.9464,1111167.35,9,2021
District of Columbia,65+,Female,Asian,1647732.6819999998,5565028.874,1548518.9819999998,322006.7544,281606.2096,87752.21032,174074.3788,369354.5102,9,2021
District of Columbia,65+,Female,AmericanIndian,34616.23282,116912.3713,32531.9114,6764.847781,5916.09684,1843.53383,3657.0247649999997,7759.5485340000005,9,2021
District of Columbia,65+,Female,OtherPacific_Islander,27692.98626,93529.89705,26025.52912,5411.878225,4732.877472,1474.827064,2925.619812,6207.638827000001,9,2021
District of Columbia,65+,Female,TwoOrMore_Races,1038486.985,3507371.139,975957.3419,202945.4334,177482.9052,55306.014910000005,109710.743,232786.456,9,2021
Florida,65+,Male,NonHispanic_White,1312204333.0,1866947701.0,663530277.6,365756727.7,255522759.0,14006874.26,141850101.2,449484548.5,9,2021
Florida,65+,Male,AfricanAmerican,363355841.0,516967011.1,183734801.1,101279838.9,70755510.17,3878572.452,39278991.49,124464484.7,9,2021
Florida,65+,Male,Hispanic,600916336.7,854957833.3,303859828.7,167496164.6,117015160.3,6414366.543,64959428.24,205838832.8,9,2021
Florida,65+,Male,Asian,64243523.21,91402912.61,32485430.61,17906891.67,12510004.65,685755.2054,6944764.655,22006078.1,9,2021
Florida,65+,Male,AmericanIndian,4323396.166999999,6151141.505,2186171.915,1205080.029,841885.7411,46149.26577,467361.8038,1480942.9640000002,9,2021
Florida,65+,Male,OtherPacific_Islander,1238658.957,1762310.514,626341.265,345257.0881,241201.4245,13221.82821,133899.8005,424292.1991,9,2021
Florida,65+,Male,TwoOrMore_Races,52916939.86,75287938.59,26758021.54,14749781.18,10304403.16,564851.757,5720353.978999999,18126252.32,9,2021
Florida,65+,Female,NonHispanic_White,1395363788.0,1985263386.0,705580753.7,388936144.0,271716223.0,14894543.97,150839689.9,477970120.1,9,2021
Florida,65+,Female,AfricanAmerican,386383103.8,549729207.0,195378785.0,107698333.4,75239560.08,4124372.566,41768252.87,132352279.8,9,2021
Florida,65+,Female,Hispanic,638998725.5,909139812.9,323116599.5,178111043.4,124430862.9,6820869.721,69076158.06,218883634.6,9,2021
Florida,65+,Female,Asian,68314883.37,97195468.16,34544157.8,19041720.54,13302811.95,729214.161,7384881.21,23400688.25,9,2021
Florida,65+,Female,AmericanIndian,4597386.478,6540963.096,2324718.0719999997,1281450.604,895239.2917,49073.92296,496980.3262,1574796.039,9,2021
Florida,65+,Female,OtherPacific_Islander,1317157.558,1873994.937,666034.9297,367137.3631,256487.2902,14059.746519999999,142385.548,451181.2343,9,2021
Florida,65+,Female,TwoOrMore_Races,56270490.69,80059226.0,28453780.7,15684531.77,10957432.98,600648.5942,6082874.901000001,19274982.92,9,2021
Georgia,65+,Male,NonHispanic_White,303628909.8,696607727.2,321254903.9,98592180.94,104293343.4,5966786.781,41407303.71,94817517.77,9,2021
Georgia,65+,Male,AfricanAmerican,175336526.0,402269925.3,185515005.3,56934007.06,60226256.24,3445639.172,23911467.42,54754253.08,9,2021
Georgia,65+,Male,Hispanic,53344747.68,122387434.9,56441469.3,17321720.19,18323360.89,1048308.396,7274874.353999999,16658547.32,9,2021
Georgia,65+,Male,Asian,21864465.93,50163062.29,23133722.36,7099671.05,7510214.543,429671.2271,2981760.142,6827855.714,9,2021
Georgia,65+,Male,AmericanIndian,932580.6012,2139594.855,986717.9369,302820.8198,320331.6476,18326.67913,127180.4066,291227.1358,9,2021
Georgia,65+,Male,OtherPacific_Islander,295696.2882,678408.1246,312861.7849,96016.3575,101568.5712,5810.898261,40325.49477,92340.31134,9,2021
Georgia,65+,Male,TwoOrMore_Races,13300646.5,30515319.3,14072763.75,4318889.619,4568632.462,261378.6737,1813871.774,4153538.235,9,2021
Georgia,65+,Female,NonHispanic_White,327725039.4,751890836.2,346749840.6,106416501.7,112570111.1,6440313.719,44693406.34,102342279.5,9,2021
Georgia,65+,Female,AfricanAmerican,189251313.2,434194251.2,200237561.3,61452316.0,65005839.58,3719086.6789999995,25809092.45,59099575.74,9,2021
Georgia,65+,Female,Hispanic,57578211.35,132100158.0,60920690.22,18696379.85,19777511.22,1131502.631,7852211.722,17980577.28,9,2021
Georgia,65+,Female,Asian,23599639.98,54144025.94,24969625.19,7663104.204,8106228.617000001,463770.133,3218393.9960000003,7369717.477999999,9,2021
Georgia,65+,Female,AmericanIndian,1006590.6259999999,2309394.0840000003,1065024.325,326852.8191,345753.3142,19781.0928,137273.50199999998,314339.055,9,2021
Georgia,65+,Female,OtherPacific_Islander,319162.8814,732246.9048,337690.6397,103636.2597,109629.0996,6272.053814,43525.74454,99668.48084,9,2021
Georgia,65+,Female,TwoOrMore_Races,14356191.91,32937029.05,15189584.74,4661638.682,4931201.232,282121.8052,1957821.471,4483164.936000001,9,2021
Hawaii,65+,Male,NonHispanic_White,15045983.85,31681659.63,12310614.5,2822394.172,3183054.0739999996,423962.3653,1402737.3969999999,1489860.4340000001,9,2021
Hawaii,65+,Male,AfricanAmerican,919796.1645,1936773.9130000002,752576.6419,172539.5534,194587.5363,25917.81045,85752.61613,91078.65104,9,2021
Hawaii,65+,Male,Hispanic,7306108.17,15384147.33,5977853.098999999,1370513.044,1545644.1809999999,205869.8807,681148.6213,723454.285,9,2021
Hawaii,65+,Male,Asian,26789063.29,56408540.21,21918794.7,5025214.494,5667361.996,754856.2294,2497544.945,2652665.711,9,2021
Hawaii,65+,Male,AmericanIndian,109748.406,231092.3419,89796.07659,20587.10581,23217.83104,3092.46602,10231.84624,10867.33904,9,2021
Hawaii,65+,Male,OtherPacific_Islander,6773044.484,14261698.81,5541700.727000001,1270518.53,1432871.858,190849.3315,631451.0824,670670.0667,9,2021
Hawaii,65+,Male,TwoOrMore_Races,14371815.07,30262092.39,11759010.03,2695930.522,3040430.255,404965.7883,1339884.627,1423103.9219999998,9,2021
Hawaii,65+,Female,NonHispanic_White,15539074.34,32719938.36,12714060.83,2914890.332,3287369.8639999996,437856.5587,1448708.2340000002,1538686.487,9,2021
Hawaii,65+,Female,AfricanAmerican,949939.9387,2000246.3190000001,777240.2590000001,178194.0599,200964.6044,26767.19497,88562.92083999999,94063.50181,9,2021
Hawaii,65+,Female,Hispanic,7545545.649,15888320.19,6173760.694,1415427.8169999998,1596298.392,212616.6964,703471.3826,747163.4973,9,2021
Hawaii,65+,Female,Asian,27667000.71,58257174.03,22637122.54,5189901.994,5853094.102999999,779594.5536,2579395.069,2739599.49,9,2021
Hawaii,65+,Female,AmericanIndian,113345.1063,238665.7539,92738.89454,21261.791240000002,23978.731209999998,3193.813037,10567.16669,11223.486009999999,9,2021
Hawaii,65+,Female,OtherPacific_Islander,6995012.276000001,14729086.53,5723314.634,1312156.259,1479830.269,197103.8903,652145.1444,692649.4224,9,2021
Hawaii,65+,Female,TwoOrMore_Races,14842811.54,31253848.73,12144379.05,2784282.186,3140071.9439999997,418237.4214,1383795.638,1469742.216,9,2021
Idaho,65+,Male,NonHispanic_White,93553680.52,183658299.3,143559579.5,17139461.48,27509065.12,8380884.909,8176770.842,31071314.07,9,2021
Idaho,65+,Male,AfricanAmerican,590503.9651,1159237.706,906137.5294,108183.0229,173635.2,52899.530439999995,51611.17742,196119.8539,9,2021
Idaho,65+,Male,Hispanic,13883709.51,27255565.59,21304768.42,2543558.981,4082446.2139999997,1243754.076,1213462.799,4611097.03,9,2021
Idaho,65+,Male,Asian,1558655.815,3059848.3619999997,2391781.6180000002,285552.8629,458316.1675,139630.1559,136229.5032,517665.1958,9,2021
Idaho,65+,Male,AmericanIndian,1297735.4579999999,2547627.051,1991395.2680000002,237751.0621,381593.6372,116255.9448,113424.5643,431007.5859,9,2021
Idaho,65+,Male,OtherPacific_Islander,171658.1294,336987.7051,263412.0725,31448.553180000003,50475.34884,15377.770480000001,15003.24925,57011.585439999995,9,2021
Idaho,65+,Male,TwoOrMore_Races,2286486.2830000003,4488676.232,3508648.8060000003,418894.7284,672331.6466,204831.9027,199843.28,759394.3181,9,2021
Idaho,65+,Female,NonHispanic_White,95096527.68,186687113.2,145927102.5,17422118.13,27962732.82,8519098.867999999,8311618.6389999995,31583728.85,9,2021
Idaho,65+,Female,AfricanAmerican,600242.3032,1178355.356,921081.1608,109967.1309,176498.7172,53771.9268,52462.32682,199354.1784,9,2021
Idaho,65+,Female,Hispanic,14112673.69,27705052.68,21656117.52,2585506.265,4149772.166,1264265.535,1233474.707,4687141.2639999995,9,2021
Idaho,65+,Female,Asian,1584360.4980000001,3110310.0689999997,2431225.855,290262.0782,465874.5211,141932.8765,138476.1417,526202.3081,9,2021
Idaho,65+,Female,AmericanIndian,1319137.155,2589641.423,2024236.505,241671.9506,387886.7158,118173.18800000001,115295.1136,438115.5781,9,2021
Idaho,65+,Female,OtherPacific_Islander,174489.0416,342545.1618,267756.1514,31967.18923,51307.766639999994,15631.374069999998,15250.6764,57951.79605,9,2021
Idaho,65+,Female,TwoOrMore_Races,2324194.034,4562701.555,3566511.937,425802.9605,683419.4516,208209.9026,203139.0097,771917.9234,9,2021
Illinois,65+,Male,NonHispanic_White,670210509.1,1486865832.0,706876537.7,205753855.4,115741722.8,23853471.1,99182761.3,253614269.4,9,2021
Illinois,65+,Male,AfricanAmerican,148960749.2,330470270.6,157110127.7,45730778.67,25724714.12,5301663.996,22044325.22,56368217.23,9,2021
