State,Age Group,Gender,Race,Poverty Rate,Month,Year
Arizona,19-64,Female,AfricanAmerican,0.00392,8,2021
Arizona,19-64,Female,Hispanic,0.004312,8,2021
Arizona,19-64,Female,Asian,0.002156,8,2021
Arizona,19-64,Female,AmericanIndian,0.006272,8,2021
Arizona,19-64,Female,OtherPacific_Islander,0.002548,8,2021
Arizona,19-64,Female,TwoOrMore_Races,0.002744,8,2021
Arizona,65+,Male,NonHispanic_White,0.0015119999999999999,8,2021
Arizona,65+,Male,AfricanAmerican,0.00336,8,2021
Arizona,65+,Male,Hispanic,0.003696,8,2021
Arizona,65+,Male,Asian,0.001848,8,2021
Arizona,65+,Male,AmericanIndian,0.005376,8,2021
Arizona,65+,Male,OtherPacific_Islander,0.002184,8,2021
Arizona,65+,Male,TwoOrMore_Races,0.002352,8,2021
Arizona,65+,Female,NonHispanic_White,0.0017640000000000002,8,2021
Arizona,65+,Female,AfricanAmerican,0.00392,8,2021
Arizona,65+,Female,Hispanic,0.004312,8,2021
Arizona,65+,Female,Asian,0.002156,8,2021
Arizona,65+,Female,AmericanIndian,0.006272,8,2021
Arizona,65+,Female,OtherPacific_Islander,0.002548,8,2021
Arizona,65+,Female,TwoOrMore_Races,0.002744,8,2021
Arkansas,0-18,Male,NonHispanic_White,0.002856,8,2021
Arkansas,0-18,Male,AfricanAmerican,0.0071400000000000005,8,2021
Arkansas,0-18,Male,Hispanic,0.0076159999999999995,8,2021
Arkansas,0-18,Male,Asian,0.0038079999999999998,8,2021
Arkansas,0-18,Male,AmericanIndian,0.004522,8,2021
Arkansas,0-18,Male,OtherPacific_Islander,0.005236,8,2021
Arkansas,0-18,Male,TwoOrMore_Races,0.004046,8,2021
Arkansas,0-18,Female,NonHispanic_White,0.003468,8,2021
Arkansas,0-18,Female,AfricanAmerican,0.00867,8,2021
Arkansas,0-18,Female,Hispanic,0.009248000000000001,8,2021
Arkansas,0-18,Female,Asian,0.0046240000000000005,8,2021
Arkansas,0-18,Female,AmericanIndian,0.005490999999999999,8,2021
Arkansas,0-18,Female,OtherPacific_Islander,0.006358,8,2021
Arkansas,0-18,Female,TwoOrMore_Races,0.004913,8,2021
Arkansas,19-64,Male,NonHispanic_White,0.002856,8,2021
Arkansas,19-64,Male,AfricanAmerican,0.0071400000000000005,8,2021
Arkansas,19-64,Male,Hispanic,0.0076159999999999995,8,2021
Arkansas,19-64,Male,Asian,0.0038079999999999998,8,2021
Arkansas,19-64,Male,AmericanIndian,0.004522,8,2021
Arkansas,19-64,Male,OtherPacific_Islander,0.005236,8,2021
Arkansas,19-64,Male,TwoOrMore_Races,0.004046,8,2021
Arkansas,19-64,Female,NonHispanic_White,0.003468,8,2021
Arkansas,19-64,Female,AfricanAmerican,0.00867,8,2021
Arkansas,19-64,Female,Hispanic,0.009248000000000001,8,2021
Arkansas,19-64,Female,Asian,0.0046240000000000005,8,2021
Arkansas,19-64,Female,AmericanIndian,0.005490999999999999,8,2021
Arkansas,19-64,Female,OtherPacific_Islander,0.006358,8,2021
Arkansas,19-64,Female,TwoOrMore_Races,0.004913,8,2021
Arkansas,65+,Male,NonHispanic_White,0.002856,8,2021
Arkansas,65+,Male,AfricanAmerican,0.0071400000000000005,8,2021
Arkansas,65+,Male,Hispanic,0.0076159999999999995,8,2021
Arkansas,65+,Male,Asian,0.0038079999999999998,8,2021
Arkansas,65+,Male,AmericanIndian,0.004522,8,2021
Arkansas,65+,Male,OtherPacific_Islander,0.005236,8,2021
Arkansas,65+,Male,TwoOrMore_Races,0.004046,8,2021
Arkansas,65+,Female,NonHispanic_White,0.003468,8,2021
Arkansas,65+,Female,AfricanAmerican,0.00867,8,2021
Arkansas,65+,Female,Hispanic,0.009248000000000001,8,2021
Arkansas,65+,Female,Asian,0.0046240000000000005,8,2021
Arkansas,65+,Female,AmericanIndian,0.005490999999999999,8,2021
Arkansas,65+,Female,OtherPacific_Islander,0.006358,8,2021
Arkansas,65+,Female,TwoOrMore_Races,0.004913,8,2021
California,0-18,Male,NonHispanic_White,0.0007559999999999999,8,2021
California,0-18,Male,AfricanAmerican,0.002052,8,2021
California,0-18,Male,Hispanic,0.001836,8,2021
California,0-18,Male,Asian,0.0009720000000000001,8,2021
California,0-18,Male,AmericanIndian,0.0017280000000000002,8,2021
California,0-18,Male,OtherPacific_Islander,0.001188,8,2021
California,0-18,Male,TwoOrMore_Races,0.001296,8,2021
California,0-18,Female,NonHispanic_White,0.001008,8,2021
California,0-18,Female,AfricanAmerican,0.002736,8,2021
California,0-18,Female,Hispanic,0.002448,8,2021
California,0-18,Female,Asian,0.001296,8,2021
California,0-18,Female,AmericanIndian,0.002304,8,2021
California,0-18,Female,OtherPacific_Islander,0.001584,8,2021
California,0-18,Female,TwoOrMore_Races,0.0017280000000000002,8,2021
California,19-64,Male,NonHispanic_White,0.0007559999999999999,8,2021
California,19-64,Male,AfricanAmerican,0.002052,8,2021
California,19-64,Male,Hispanic,0.001836,8,2021
California,19-64,Male,Asian,0.0009720000000000001,8,2021
California,19-64,Male,AmericanIndian,0.0017280000000000002,8,2021
California,19-64,Male,OtherPacific_Islander,0.001188,8,2021
California,19-64,Male,TwoOrMore_Races,0.001296,8,2021
California,19-64,Female,NonHispanic_White,0.001008,8,2021
California,19-64,Female,AfricanAmerican,0.002736,8,2021
California,19-64,Female,Hispanic,0.002448,8,2021
California,19-64,Female,Asian,0.001296,8,2021
California,19-64,Female,AmericanIndian,0.002304,8,2021
California,19-64,Female,OtherPacific_Islander,0.001584,8,2021
California,19-64,Female,TwoOrMore_Races,0.0017280000000000002,8,2021
California,65+,Male,NonHispanic_White,0.0007559999999999999,8,2021
California,65+,Male,AfricanAmerican,0.002052,8,2021
California,65+,Male,Hispanic,0.001836,8,2021
California,65+,Male,Asian,0.0009720000000000001,8,2021
California,65+,Male,AmericanIndian,0.0017280000000000002,8,2021
California,65+,Male,OtherPacific_Islander,0.001188,8,2021
California,65+,Male,TwoOrMore_Races,0.001296,8,2021
California,65+,Female,NonHispanic_White,0.001008,8,2021
California,65+,Female,AfricanAmerican,0.002736,8,2021
California,65+,Female,Hispanic,0.002448,8,2021
California,65+,Female,Asian,0.001296,8,2021
California,65+,Female,AmericanIndian,0.002304,8,2021
California,65+,Female,OtherPacific_Islander,0.001584,8,2021
California,65+,Female,TwoOrMore_Races,0.0017280000000000002,8,2021
Colorado,0-18,Male,NonHispanic_White,0.00037799999999999997,8,2021
Colorado,0-18,Male,AfricanAmerican,0.001008,8,2021
Colorado,0-18,Male,Hispanic,0.001008,8,2021
Colorado,0-18,Male,Asian,0.0008820000000000001,8,2021
Colorado,0-18,Male,AmericanIndian,0.000819,8,2021
Colorado,0-18,Male,OtherPacific_Islander,0.000819,8,2021
Colorado,0-18,Male,TwoOrMore_Races,0.000567,8,2021
Colorado,0-18,Female,NonHispanic_White,0.00048600000000000005,8,2021
Colorado,0-18,Female,AfricanAmerican,0.001296,8,2021
Colorado,0-18,Female,Hispanic,0.001296,8,2021
Colorado,0-18,Female,Asian,0.001134,8,2021
Colorado,0-18,Female,AmericanIndian,0.001053,8,2021
Colorado,0-18,Female,OtherPacific_Islander,0.001053,8,2021
Colorado,0-18,Female,TwoOrMore_Races,0.000729,8,2021
Colorado,19-64,Male,NonHispanic_White,0.00037799999999999997,8,2021
Colorado,19-64,Male,AfricanAmerican,0.001008,8,2021
Colorado,19-64,Male,Hispanic,0.001008,8,2021
Colorado,19-64,Male,Asian,0.0008820000000000001,8,2021
Colorado,19-64,Male,AmericanIndian,0.000819,8,2021
Colorado,19-64,Male,OtherPacific_Islander,0.000819,8,2021
Colorado,19-64,Male,TwoOrMore_Races,0.000567,8,2021
Colorado,19-64,Female,NonHispanic_White,0.00048600000000000005,8,2021
Colorado,19-64,Female,AfricanAmerican,0.001296,8,2021
Colorado,19-64,Female,Hispanic,0.001296,8,2021
Colorado,19-64,Female,Asian,0.001134,8,2021
Colorado,19-64,Female,AmericanIndian,0.001053,8,2021
Colorado,19-64,Female,OtherPacific_Islander,0.001053,8,2021
Colorado,19-64,Female,TwoOrMore_Races,0.000729,8,2021
Colorado,65+,Male,NonHispanic_White,0.00037799999999999997,8,2021
Colorado,65+,Male,AfricanAmerican,0.001008,8,2021
Colorado,65+,Male,Hispanic,0.001008,8,2021
Colorado,65+,Male,Asian,0.0008820000000000001,8,2021
Colorado,65+,Male,AmericanIndian,0.000819,8,2021
Colorado,65+,Male,OtherPacific_Islander,0.000819,8,2021
Colorado,65+,Male,TwoOrMore_Races,0.000567,8,2021
Colorado,65+,Female,NonHispanic_White,0.00048600000000000005,8,2021
Colorado,65+,Female,AfricanAmerican,0.001296,8,2021
Colorado,65+,Female,Hispanic,0.001296,8,2021
Colorado,65+,Female,Asian,0.001134,8,2021
Colorado,65+,Female,AmericanIndian,0.001053,8,2021
Colorado,65+,Female,OtherPacific_Islander,0.001053,8,2021
Colorado,65+,Female,TwoOrMore_Races,0.000729,8,2021
Connecticut,0-18,Male,NonHispanic_White,0.000192,8,2021
Connecticut,0-18,Male,AfricanAmerican,0.000768,8,2021
Connecticut,0-18,Male,Hispanic,0.0009599999999999999,8,2021
Connecticut,0-18,Male,Asian,0.00023999999999999998,8,2021
Connecticut,0-18,Male,AmericanIndian,0.0,8,2021
Connecticut,0-18,Male,OtherPacific_Islander,0.00047999999999999996,8,2021
Connecticut,0-18,Male,TwoOrMore_Races,0.000384,8,2021
Connecticut,0-18,Female,NonHispanic_White,0.000256,8,2021
Connecticut,0-18,Female,AfricanAmerican,0.001024,8,2021
Connecticut,0-18,Female,Hispanic,0.00128,8,2021
Connecticut,0-18,Female,Asian,0.00032,8,2021
Connecticut,0-18,Female,AmericanIndian,0.0,8,2021
Connecticut,0-18,Female,OtherPacific_Islander,0.00064,8,2021
Connecticut,0-18,Female,TwoOrMore_Races,0.000512,8,2021
Connecticut,19-64,Male,NonHispanic_White,0.000192,8,2021
Connecticut,19-64,Male,AfricanAmerican,0.000768,8,2021
Connecticut,19-64,Male,Hispanic,0.0009599999999999999,8,2021
Connecticut,19-64,Male,Asian,0.00023999999999999998,8,2021
Connecticut,19-64,Male,AmericanIndian,0.0,8,2021
Connecticut,19-64,Male,OtherPacific_Islander,0.00047999999999999996,8,2021
Connecticut,19-64,Male,TwoOrMore_Races,0.000384,8,2021
Connecticut,19-64,Female,NonHispanic_White,0.000256,8,2021
Connecticut,19-64,Female,AfricanAmerican,0.001024,8,2021
Connecticut,19-64,Female,Hispanic,0.00128,8,2021
Connecticut,19-64,Female,Asian,0.00032,8,2021
Connecticut,19-64,Female,AmericanIndian,0.0,8,2021
Connecticut,19-64,Female,OtherPacific_Islander,0.00064,8,2021
Connecticut,19-64,Female,TwoOrMore_Races,0.000512,8,2021
Connecticut,65+,Male,NonHispanic_White,0.000192,8,2021
Connecticut,65+,Male,AfricanAmerican,0.000768,8,2021
Connecticut,65+,Male,Hispanic,0.0009599999999999999,8,2021
Connecticut,65+,Male,Asian,0.00023999999999999998,8,2021
Connecticut,65+,Male,AmericanIndian,0.0,8,2021
Connecticut,65+,Male,OtherPacific_Islander,0.00047999999999999996,8,2021
Connecticut,65+,Male,TwoOrMore_Races,0.000384,8,2021
Connecticut,65+,Female,NonHispanic_White,0.000256,8,2021
Connecticut,65+,Female,AfricanAmerican,0.001024,8,2021
Connecticut,65+,Female,Hispanic,0.00128,8,2021
Connecticut,65+,Female,Asian,0.00032,8,2021
Connecticut,65+,Female,AmericanIndian,0.0,8,2021
Connecticut,65+,Female,OtherPacific_Islander,0.00064,8,2021
Connecticut,65+,Female,TwoOrMore_Races,0.000512,8,2021
Delaware,0-18,Male,NonHispanic_White,0.00044,8,2021
Delaware,0-18,Male,AfricanAmerican,0.001848,8,2021
Delaware,0-18,Male,Hispanic,0.002288,8,2021
Delaware,0-18,Male,Asian,0.0,8,2021
Delaware,0-18,Male,AmericanIndian,0.0,8,2021
Delaware,0-18,Male,OtherPacific_Islander,0.00176,8,2021
Delaware,0-18,Male,TwoOrMore_Races,0.000968,8,2021
Delaware,0-18,Female,NonHispanic_White,0.000605,8,2021
Delaware,0-18,Female,AfricanAmerican,0.002541,8,2021
Delaware,0-18,Female,Hispanic,0.003146,8,2021
Delaware,0-18,Female,Asian,0.0,8,2021
Delaware,0-18,Female,AmericanIndian,0.0,8,2021
Delaware,0-18,Female,OtherPacific_Islander,0.00242,8,2021
Delaware,0-18,Female,TwoOrMore_Races,0.0013310000000000002,8,2021
Delaware,19-64,Male,NonHispanic_White,0.00044,8,2021
Delaware,19-64,Male,AfricanAmerican,0.001848,8,2021
Delaware,19-64,Male,Hispanic,0.002288,8,2021
Delaware,19-64,Male,Asian,0.0,8,2021
Delaware,19-64,Male,AmericanIndian,0.0,8,2021
Delaware,19-64,Male,OtherPacific_Islander,0.00176,8,2021
Delaware,19-64,Male,TwoOrMore_Races,0.000968,8,2021
Delaware,19-64,Female,NonHispanic_White,0.000605,8,2021
Delaware,19-64,Female,AfricanAmerican,0.002541,8,2021
Delaware,19-64,Female,Hispanic,0.003146,8,2021
Delaware,19-64,Female,Asian,0.0,8,2021
Delaware,19-64,Female,AmericanIndian,0.0,8,2021
Delaware,19-64,Female,OtherPacific_Islander,0.00242,8,2021
Delaware,19-64,Female,TwoOrMore_Races,0.0013310000000000002,8,2021
Delaware,65+,Male,NonHispanic_White,0.00044,8,2021
Delaware,65+,Male,AfricanAmerican,0.001848,8,2021
Delaware,65+,Male,Hispanic,0.002288,8,2021
Delaware,65+,Male,Asian,0.0,8,2021
Delaware,65+,Male,AmericanIndian,0.0,8,2021
Delaware,65+,Male,OtherPacific_Islander,0.00176,8,2021
Delaware,65+,Male,TwoOrMore_Races,0.000968,8,2021
Delaware,65+,Female,NonHispanic_White,0.000605,8,2021
Delaware,65+,Female,AfricanAmerican,0.002541,8,2021
Delaware,65+,Female,Hispanic,0.003146,8,2021
Delaware,65+,Female,Asian,0.0,8,2021
Delaware,65+,Female,AmericanIndian,0.0,8,2021
Delaware,65+,Female,OtherPacific_Islander,0.00242,8,2021
Delaware,65+,Female,TwoOrMore_Races,0.0013310000000000002,8,2021
District of Columbia,0-18,Male,NonHispanic_White,0.0005200000000000001,8,2021
District of Columbia,0-18,Male,AfricanAmerican,0.0027300000000000002,8,2021
District of Columbia,0-18,Male,Hispanic,0.0010400000000000001,8,2021
District of Columbia,0-18,Male,Asian,0.0013,8,2021
District of Columbia,0-18,Male,AmericanIndian,0.0,8,2021
District of Columbia,0-18,Male,OtherPacific_Islander,0.0,8,2021
District of Columbia,0-18,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
District of Columbia,0-18,Female,NonHispanic_White,0.000572,8,2021
District of Columbia,0-18,Female,AfricanAmerican,0.003003,8,2021
District of Columbia,0-18,Female,Hispanic,0.001144,8,2021
District of Columbia,0-18,Female,Asian,0.00143,8,2021
District of Columbia,0-18,Female,AmericanIndian,0.0,8,2021
District of Columbia,0-18,Female,OtherPacific_Islander,0.0,8,2021
District of Columbia,0-18,Female,TwoOrMore_Races,0.001859,8,2021
District of Columbia,19-64,Male,NonHispanic_White,0.0005200000000000001,8,2021
District of Columbia,19-64,Male,AfricanAmerican,0.0027300000000000002,8,2021
District of Columbia,19-64,Male,Hispanic,0.0010400000000000001,8,2021
District of Columbia,19-64,Male,Asian,0.0013,8,2021
District of Columbia,19-64,Male,AmericanIndian,0.0,8,2021
District of Columbia,19-64,Male,OtherPacific_Islander,0.0,8,2021
District of Columbia,19-64,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
District of Columbia,19-64,Female,NonHispanic_White,0.000572,8,2021
District of Columbia,19-64,Female,AfricanAmerican,0.003003,8,2021
District of Columbia,19-64,Female,Hispanic,0.001144,8,2021
District of Columbia,19-64,Female,Asian,0.00143,8,2021
District of Columbia,19-64,Female,AmericanIndian,0.0,8,2021
District of Columbia,19-64,Female,OtherPacific_Islander,0.0,8,2021
District of Columbia,19-64,Female,TwoOrMore_Races,0.001859,8,2021
District of Columbia,65+,Male,NonHispanic_White,0.0005200000000000001,8,2021
District of Columbia,65+,Male,AfricanAmerican,0.0027300000000000002,8,2021
District of Columbia,65+,Male,Hispanic,0.0010400000000000001,8,2021
District of Columbia,65+,Male,Asian,0.0013,8,2021
District of Columbia,65+,Male,AmericanIndian,0.0,8,2021
District of Columbia,65+,Male,OtherPacific_Islander,0.0,8,2021
District of Columbia,65+,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
District of Columbia,65+,Female,NonHispanic_White,0.000572,8,2021
District of Columbia,65+,Female,AfricanAmerican,0.003003,8,2021
District of Columbia,65+,Female,Hispanic,0.001144,8,2021
District of Columbia,65+,Female,Asian,0.00143,8,2021
District of Columbia,65+,Female,AmericanIndian,0.0,8,2021
District of Columbia,65+,Female,OtherPacific_Islander,0.0,8,2021
District of Columbia,65+,Female,TwoOrMore_Races,0.001859,8,2021
Florida,0-18,Male,NonHispanic_White,0.00117,8,2021
Florida,0-18,Male,AfricanAmerican,0.00286,8,2021
Florida,0-18,Male,Hispanic,0.00221,8,2021
Florida,0-18,Male,Asian,0.0013,8,2021
Florida,0-18,Male,AmericanIndian,0.00156,8,2021
Florida,0-18,Male,OtherPacific_Islander,0.0016899999999999999,8,2021
Florida,0-18,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
Florida,0-18,Female,NonHispanic_White,0.001521,8,2021
Florida,0-18,Female,AfricanAmerican,0.003718,8,2021
Florida,0-18,Female,Hispanic,0.002873,8,2021
Florida,0-18,Female,Asian,0.0016899999999999999,8,2021
Florida,0-18,Female,AmericanIndian,0.0020280000000000003,8,2021
Florida,0-18,Female,OtherPacific_Islander,0.0021969999999999997,8,2021
Florida,0-18,Female,TwoOrMore_Races,0.0021969999999999997,8,2021
Florida,19-64,Male,NonHispanic_White,0.00117,8,2021
Florida,19-64,Male,AfricanAmerican,0.00286,8,2021
Florida,19-64,Male,Hispanic,0.00221,8,2021
Florida,19-64,Male,Asian,0.0013,8,2021
Florida,19-64,Male,AmericanIndian,0.00156,8,2021
Florida,19-64,Male,OtherPacific_Islander,0.0016899999999999999,8,2021
Florida,19-64,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
Florida,19-64,Female,NonHispanic_White,0.001521,8,2021
Florida,19-64,Female,AfricanAmerican,0.003718,8,2021
Florida,19-64,Female,Hispanic,0.002873,8,2021
Florida,19-64,Female,Asian,0.0016899999999999999,8,2021
Florida,19-64,Female,AmericanIndian,0.0020280000000000003,8,2021
Florida,19-64,Female,OtherPacific_Islander,0.0021969999999999997,8,2021
Florida,19-64,Female,TwoOrMore_Races,0.0021969999999999997,8,2021
Florida,65+,Male,NonHispanic_White,0.00117,8,2021
Florida,65+,Male,AfricanAmerican,0.00286,8,2021
Florida,65+,Male,Hispanic,0.00221,8,2021
Florida,65+,Male,Asian,0.0013,8,2021
Florida,65+,Male,AmericanIndian,0.00156,8,2021
Florida,65+,Male,OtherPacific_Islander,0.0016899999999999999,8,2021
Florida,65+,Male,TwoOrMore_Races,0.0016899999999999999,8,2021
Florida,65+,Female,NonHispanic_White,0.001521,8,2021
Florida,65+,Female,AfricanAmerican,0.003718,8,2021
Florida,65+,Female,Hispanic,0.002873,8,2021
Florida,65+,Female,Asian,0.0016899999999999999,8,2021
Florida,65+,Female,AmericanIndian,0.0020280000000000003,8,2021
Florida,65+,Female,OtherPacific_Islander,0.0021969999999999997,8,2021
Florida,65+,Female,TwoOrMore_Races,0.0021969999999999997,8,2021
Georgia,0-18,Male,NonHispanic_White,0.001485,8,2021
Georgia,0-18,Male,AfricanAmerican,0.0036299999999999995,8,2021
Georgia,0-18,Male,Hispanic,0.00396,8,2021
Georgia,0-18,Male,Asian,0.001485,8,2021
Georgia,0-18,Male,AmericanIndian,0.00396,8,2021
Georgia,0-18,Male,OtherPacific_Islander,0.002805,8,2021
Georgia,0-18,Male,TwoOrMore_Races,0.002475,8,2021
Georgia,0-18,Female,NonHispanic_White,0.0018899999999999998,8,2021
Georgia,0-18,Female,AfricanAmerican,0.00462,8,2021
Georgia,0-18,Female,Hispanic,0.00504,8,2021
Georgia,0-18,Female,Asian,0.0018899999999999998,8,2021
Georgia,0-18,Female,AmericanIndian,0.00504,8,2021
Georgia,0-18,Female,OtherPacific_Islander,0.0035700000000000003,8,2021
Georgia,0-18,Female,TwoOrMore_Races,0.00315,8,2021
Georgia,19-64,Male,NonHispanic_White,0.001485,8,2021
Georgia,19-64,Male,AfricanAmerican,0.0036299999999999995,8,2021
Georgia,19-64,Male,Hispanic,0.00396,8,2021
Georgia,19-64,Male,Asian,0.001485,8,2021
Georgia,19-64,Male,AmericanIndian,0.00396,8,2021
Georgia,19-64,Male,OtherPacific_Islander,0.002805,8,2021
Georgia,19-64,Male,TwoOrMore_Races,0.002475,8,2021
Georgia,19-64,Female,NonHispanic_White,0.0018899999999999998,8,2021
Georgia,19-64,Female,AfricanAmerican,0.00462,8,2021
Georgia,19-64,Female,Hispanic,0.00504,8,2021
Georgia,19-64,Female,Asian,0.0018899999999999998,8,2021
Georgia,19-64,Female,AmericanIndian,0.00504,8,2021
Georgia,19-64,Female,OtherPacific_Islander,0.0035700000000000003,8,2021
Georgia,19-64,Female,TwoOrMore_Races,0.00315,8,2021
Georgia,65+,Male,NonHispanic_White,0.001485,8,2021
